id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued,ndc,availability_status
5753,Erythromycin Ethylsuccinate Powder for Suspension,"Endo Pharmaceuticals, Inc.",200 mg/5 mL  (NDC 0254-1020-47),New,2/8/21,,,,,Anti-Infective,To be Discontinued,2/8/21,2/8/21,0254-1020-47,discontinued
5754,Erythromycin Ethylsuccinate Powder for Suspension,"Endo Pharmaceuticals, Inc.",400 mg/5 mL (NDC 0254-1021-47),New,2/8/21,,,,,Anti-Infective,To be Discontinued,2/8/21,2/8/21,0254-1021-47,discontinued
5755,Erythromycin Ophthalmic Ointment,Akorn Pharmaceuticals,Erythromycin Ophthalmic Ointment 0.5%: 3.5 g tube (NDC 17478-070-35),Revised,5/19/21,,,Available,,Ophthalmology,Resolved,5/19/21,,17478-070-35,
5756,Erythromycin Ophthalmic Ointment,Akorn Pharmaceuticals,Erythromycin Ophthalmic Ointment 0.5%: 1 g  tube (unit dose) (NDC17478-070-31),Revised,5/19/21,,,Available,,Ophthalmology,Resolved,5/19/21,,,
5757,Erythromycin Ophthalmic Ointment,Akorn Pharmaceuticals,Erythromycin Ophthalmic Ointment 0.5%: 3.5 g tube (NDC 17478-824-35)(Premier),Revised,5/19/21,,,Available,,Ophthalmology,Resolved,5/19/21,,17478-824-35,
5758,Erythromycin Ophthalmic Ointment,Akorn Pharmaceuticals,Erythromycin Ophthalmic Ointment 0.5%: 1 g  tube (unit dose) (NDC 17478-824-01)(Premier),Revised,5/19/21,,,Available,,Ophthalmology,Resolved,5/19/21,,17478-824-01,
5759,Erythromycin Ophthalmic Ointment,Bausch Health,3.5 g in 1 Tube (NDC 24208-910-55),Revised,5/19/21,,,Available,,Ophthalmology,Resolved,5/19/21,,24208-910-55,
5760,Erythromycin Ophthalmic Ointment,Bausch Health,1 g in cartons of 50 (NDC 24208-910-19),Revised,5/19/21,,,Available,,Ophthalmology,Resolved,5/19/21,,24208-910-19,
5761,Erythromycin Ophthalmic Ointment,Perrigo Company PLC,"1 gram, 50-count (NDC 00574-4024-50)",Revised,5/19/21,,,Available,,Ophthalmology,Resolved,5/19/21,,00574-4024-50,
5762,Erythromycin Ophthalmic Ointment,Perrigo Company PLC,"3.5 gram, 1-count (NDC 00574-4024-35)",Revised,5/19/21,,,Available,,Ophthalmology,Resolved,5/19/21,,00574-4024-35,
5763,Erythromycin Ophthalmic Ointment,Perrigo Company PLC,"3.5 gram, 24-count (NDC 00574-4024-39)",Revised,5/19/21,,,Available,,Ophthalmology,Resolved,5/19/21,,00574-4024-39,
5764,Esomeprazole Sodium for Injection,"Mylan Institutional, a Viatris company","40 mg vial, box of 10 (NDC 67457-392-99)",New,9/16/21,,,,,Gastroenterology;Pediatric,To be Discontinued,9/16/21,9/16/21,67457-392-99,discontinued
5765,Estradiol (Alora) Patch,Allergan,(NDC 0023-5885-12),New,3/24/21,,The company has made a business decision to discontinue the product.,,,Reproductive,To be Discontinued,3/24/21,3/24/21,0023-5885-12,discontinued
5766,Estradiol (Alora) Patch,Allergan,(NDC 0023-5886-15),New,3/24/21,,The company has made a business decision to discontinue the product.,,,Reproductive,To be Discontinued,3/24/21,3/24/21,0023-5886-15,discontinued
5767,Estradiol (Alora) Patch,Allergan,(NDC 0023-5887-17),New,3/24/21,,The company has made a business decision to discontinue the product.,,,Reproductive,To be Discontinued,3/24/21,3/24/21,0023-5887-17,discontinued
5768,Estradiol (Alora) Patch,Allergan,(NDC 0023-5888-11),New,3/24/21,,The company has made a business decision to discontinue the product.,,,Reproductive,To be Discontinued,3/24/21,3/24/21,0023-5888-11,discontinued
5769,Ethacrynic Acid Tablets,"Endo Pharmaceuticals, Inc.",25 mg/1 (NDC 49884-276-01),New,12/17/20,,Discontinued due to business reasons,,,Cardiovascular;Renal,To be Discontinued,12/17/20,12/17/20,49884-276-01,discontinued
5770,Ethambutol Hydrochloride Tablets,Teva Pharmaceuticals,400 mg  (NDC 0555-0923-02),New,9/28/20,,,,,Anti-Infective,To be Discontinued,9/28/20,9/28/20,0555-0923-02,discontinued
5771,Ethambutol Hydrochloride Tablets,Teva Pharmaceuticals,400mg  (NDC 0555-0923-02),New,11/5/21,,,,,Anti-Infective,To be Discontinued,11/5/21,11/5/21,0555-0923-02,discontinued
5772,Etomidate Injection,"Avet Pharmaceuticals, Inc. (formerly Heritage Pharma)",20 mg/10mL carton of 10 (NDC 23155-160-41),Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,23155-160-41,
5773,Etomidate Injection,"Avet Pharmaceuticals, Inc. (formerly Heritage Pharma)",40 mg/20 mL carton of 10 (NDC 23155-160-42),Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,23155-160-42,
5774,Etomidate Injection,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),"2 mg/mL, 10 mL vial (NDC 55150-221-10)",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,55150-221-10,
5775,Etomidate Injection,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),"40 mg/mL, 20 mL vial (NDC 55150-222-20)",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,55150-222-20,
5776,Etomidate Injection,Gland Pharma Limited,"2 mg/mL, 10 mL vial (NDC 72266-146-10)",Revised,4/22/21,,,Distributed by Fosun Pharma; Available,,Anesthesia,Resolved,4/22/21,4/22/21,72266-146-10,
5777,Etomidate Injection,Gland Pharma Limited,"2 mg/mL, 20 mL vial (NDC 72266-147-10)",Revised,4/22/21,,,Distributed by Fosun Pharma; Available,,Anesthesia,Resolved,4/22/21,4/22/21,72266-147-10,
5778,Etomidate Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","2 mg/mL, 10 mL vial (NDC 0143-9506-10)",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,0143-9506-10,
5779,Etomidate Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","2 mg/mL, 20 mL vial (NDC 0143-9507-10)",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,0143-9507-10,
5780,Etomidate Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","2 mg/mL, 10 mL vial (NDC 0143-9310-10), Novaplus",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,0143-9310-10,
5781,Etomidate Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","2 mg/mL, 20 mL vial (NDC 0143-9311-10), Novaplus",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,0143-9311-10,
5782,Etomidate Injection,"Mylan Pharmaceuticals Inc., a Viatris Company","2 mg/mL, 10 mL vial (NDC 67457-902-10)",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,67457-902-10,
5783,Etomidate Injection,"Mylan Pharmaceuticals Inc., a Viatris Company","2 mg/mL, 20 mL vial (NDC 67457-903-20)",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,67457-903-20,
5784,Etomidate Injection,Pfizer Pharmaceuticals,"Amidate, 2 mg/mL, 10 mL vial (NDC 0409-6695-01)",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,0409-6695-01,
5785,Etomidate Injection,Pfizer Pharmaceuticals,"Amidate, 2 mg/mL, 20 mL vial (NDC 0409-6695-02)",Revised,4/22/21,,,Available,,Anesthesia,Resolved,4/22/21,,0409-6695-02,
5786,Etoposide Injection,Accord Healthcare Inc.,20mg/mL (NDC 16729-262-31),New,2/16/21,,Last lot of this NDC available in the market currently expires in October 2021.,,,Oncology,To be Discontinued,2/16/21,2/16/21,16729-262-31,discontinued
5787,Exenatide (BYDUREON) Extended Release for Injectable Suspension,AstraZeneca,"BYDUREON® (exenatide extended-release) for injectable suspension, for subcutaneous use;  Single Dose Tray presentation; (2 mg) (NDC 0310-6520-04)",New,4/3/18,,"The planned permanent discontinuance of the Bydureon Single Dose Tray inventory from the U.S. market is September 30, 2018.  There are currently 2 other delivery options for exenatide-extended-release:  the Bydureon® Dual Chamber Pen presentation (NDC 0310-6530-04) and Bydureon® BCise™ (NDC 0310-6540-04).",,,Endocrinology/Metabolism,To be Discontinued,4/3/18,4/3/18,0310-6520-04,discontinued
5788,Famotidine Injection,"Athenex Pharmaceutical Division, LLC (Athenex)","20 mg per 2 mL (10 mg per mL), single dose vial, PF, (NDC 70860-751-02 and 41)",Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,70860-751-02,
5789,Famotidine Injection,"Athenex Pharmaceutical Division, LLC (Athenex)","200 mg per 20 mL(10 mg per mL), multiple dose vial with preservatives, (NDC 70860-751-20 and 41)",Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,70860-751-20,
5790,Famotidine Injection,"Mylan Institutional, a Viatris company",Famotidine Injection (Solution in Single Dose Vials) [20 mg / 2 ml] 25PK (NDC 67457-433-22),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,67457-433-22,
5791,Famotidine Injection,Baxter Healthcare,"Famotidine Injection premix, 20mg/50 mL in GALAXY Plastic Container (NDC 0338-5197-41)",Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,0338-5197-41,
5792,Famotidine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","10 mg/mL, 2 mL vial (NDC 0641-6022-25)",Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,0641-6022-25,
5793,Famotidine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","10 mg/mL, 4 mL vial (NDC 0641-6023-25)",Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,0641-6023-25,
5794,Famotidine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","10 mg/mL, 20 mL vial (NDC 0641-6021-10)",Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,0641-6021-10,
5795,Famotidine Injection,"Fresenius Kabi USA, LLC","20 mg per 2 mL (10 mg per mL), single dose vial, PF, (NDC 63323-739-12)",Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,63323-739-12,
5796,Famotidine Injection,"Fresenius Kabi USA, LLC","40 mg per 4 mL (10 mg per mL), mutilple dose vial, (NDC 63323-738-09)",Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,63323-738-09,
5797,Famotidine Injection,"Fresenius Kabi USA, LLC","200 mg per 20 mL(10 mg per mL), multiple dose vial, (NDC 63323-738-20)",Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,63323-738-20,
5798,Famotidine Injection,"Mylan Institutional, a Viatris company",Famotidine Injection (Solution in Multi Dose Vials : Containing Preservatives) [40 mg / 4 ml] 10PK (NDC 67457-448-43),Revisee,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,67457-448-43,
5799,Famotidine Injection,"Mylan Institutional, a Viatris company",Famotidine Injection (Solution in Multi Dose Vials : Containing Preservatives) [200 mg / 20 ml] 10PK (NDC 67457-457-20),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,67457-457-20,
5800,Famotidine Tablets,Teva Pharmaceuticals,20 MG 100 Count (NDC 0172-5728-60),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,0172-5728-60,
5801,Famotidine Tablets,Teva Pharmaceuticals,20 MG 1000 Count (NDC 0172-5728-80),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,0172-5728-80,
5802,Famotidine Tablets,Teva Pharmaceuticals,20 MG 500 Count (NDC 0172-5728-70),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,0172-5728-70,
5803,Famotidine Tablets,Teva Pharmaceuticals,40 MG 100 Count (NDC 0172-5729-60),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,0172-5729-60,
5804,Famotidine Tablets,Teva Pharmaceuticals,40 MG 500 Count (NDC 0172-5729-70),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,0172-5729-70,
5805,Famotidine Tablets,Aurobindo Pharma,20 mg - 100/Bottle (NDC 65862-859-01),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,65862-859-01,
5806,Famotidine Tablets,Aurobindo Pharma,40 mg - 100/Bottle (NDC 65862-860-01),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,65862-860-01,
5807,Famotidine Tablets,Alembic Pharmaceuticals,20 mg Bottle of 100 counts (NDC 62332-001-31),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,62332-001-31,
5808,Famotidine Tablets,Alembic Pharmaceuticals,20 mg Bottle of 1000 counts (NDC 62332-001-91),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,62332-001-91,
5809,Famotidine Tablets,Alembic Pharmaceuticals,40 mg Bottle of 100 counts (NDC 62332-002-31),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,62332-002-31,
5810,Famotidine Tablets,Alembic Pharmaceuticals,40 mg Bottle of 500 counts (NDC 62332-002-71),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,62332-002-71,
5811,Famotidine Tablets,Alembic Pharmaceuticals,40 mg Bottle of 1000 counts (NDC 62332-002-91),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,62332-002-91,
5812,Famotidine Tablets,"Carlsbad Technology, Inc.",20mg 100 count (NDC 61442-121-01),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,61442-121-01,
5813,Famotidine Tablets,"Carlsbad Technology, Inc.",20 mg 1000 count (NDC 61442-121-10),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,61442-121-10,
5814,Famotidine Tablets,"Carlsbad Technology, Inc.",40 mg 100 count (NDC 61442-122-01),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,61442-122-01,
5815,Famotidine Tablets,"Carlsbad Technology, Inc.",40 mg 1000 count (NDC 61442-122-10),Revised,11/10/21,,,Available,,Gastroenterology,Resolved,11/10/21,,61442-122-10,
5816,Febuxostat Tablets,"Dr. Reddy's Laboratories, Inc.",40 mg (NDC 55111-796-30),New,11/22/21,,,,,Rheumatology,To be Discontinued,11/22/21,11/22/21,55111-796-30,discontinued
5817,Febuxostat Tablets,"Dr. Reddy's Laboratories, Inc.",80 mg (NDC 55111-797-30),New,11/22/21,,,,,Rheumatology,To be Discontinued,11/22/21,11/22/21,55111-797-30,discontinued
5818,"Fenoldopam Mesylate (Corlopam) Injection, USP","Hospira, Inc.",20 mg/2 mL (10 mg/mL); Glass Ampul (NDC 00409-2304-02),New,11/16/20,,"Discontinuation of the manufacture of the ampul, equivalent vial available.",,,Cardiovascular,To be Discontinued,11/16/20,11/16/20,00409-2304-02,discontinued
5819,"Fenoldopam Mesylate (Corlopam) Injection, USP","Hospira, Inc.",10 mg/mL (10 mg/mL); Glass Ampul (NDC 00409-2304-01),New,11/16/20,,"Discontinuation of the manufacture of the ampul, equivalent vial available.",,,Cardiovascular,To be Discontinued,11/16/20,11/16/20,00409-2304-01,discontinued
5820,Fentanyl Citrate (Sublimaze) Injection,"Fresenius Kabi USA, LLC",50 mcg per 1 mL (50 mcg per mL) Single Dose Simplist PFS  (NDC 63323-808-11),Reverified,11/23/21,Available,Check wholesalers for inventory,,Increase in demand,Analgesia/Addiction;Pediatric,Current,,,63323-808-11,available
5821,Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","50 mcg/mL 1 mL vial
(NDC 0641-6247-25)",New,10/12/21,Inventory is currently available.,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,0641-6247-25,available
5822,Fentanyl Citrate (Sublimaze) Injection,"Fresenius Kabi USA, LLC","1,000 mcg per 20 mL (50 mcg per mL) (0.05 mg per mL)  SDV (NDC 63323-806-20)",Reverified,11/23/21,Backordered. Next release January 2022.,Check wholesalers for inventory.,,Increase in demand,Analgesia/Addiction;Pediatric,Current,,,63323-806-20,not available
5823,Fentanyl Citrate (Sublimaze) Injection,"Fresenius Kabi USA, LLC","2,500 mcg per 50 mL (50 mcg per mL) (0.05 mg per mL) SDV (NDC 63323-806-50)",Reverified,11/23/21,Backordered. Next release December 2021.,Check wholesalers for inventory.,,Increase in demand,Analgesia/Addiction;Pediatric,Current,,,63323-806-50,not available
5824,Fentanyl Citrate (Sublimaze) Injection,"Fresenius Kabi USA, LLC",50 mcg per 1 mL (50 mcg per mL) (0.05 mg per mL) SDV (NDC 63323-806-01),Reverified,11/23/21,Available,Check wholesalers for inventory.,,Increase in demand,Analgesia/Addiction;Pediatric,Current,,,63323-806-01,available
5825,Fentanyl Citrate (Sublimaze) Injection,"Fresenius Kabi USA, LLC",100 mcg per 2 mL (50 mcg per mL) (0.05 mg per mL) SDV (NDC 63323-806-02),Reverified,11/23/21,Backordered. Next release November 2021.,Check wholesalers for inventory.,,Increase in demand,Analgesia/Addiction;Pediatric,Current,,,63323-806-02,not available
5826,Fentanyl Citrate (Sublimaze) Injection,"Fresenius Kabi USA, LLC",250 mcg per 5 mL (50 mcg per mL) (0.05 mg per mL) SDV (NDC 63323-806-05),Reverified,11/23/21,Available,Check wholesalers for inventory.,,Increase in demand,Analgesia/Addiction;Pediatric,Current,,,63323-806-05,available
5827,Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",100 mcg/2 mL (50 mcg/mL); Carpuject Luer Lock Glass Syringe (NDC 00409-1276-32),Revised,11/18/21,Next Delivery and Estimated Recovery: January 2023,,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,00409-1276-32,not available
5828,Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",100 mcg/2 mL (50 mcg/mL); Glass Ampul (NDC 00409-9093-32),Revised,11/18/21,Next Delivery: November 2021; Estimated Recovery: January 2022,,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,00409-9093-32,not available
5829,Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",250 mcg/5 mL (50 mcg/mL); Glass Ampul (NDC 00409-9093-35),Revised,11/18/21,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,00409-9093-35,available
5830,Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",1000 mcg/20 mL (50 mcg/mL); Glass Ampul (NDC 00409-9093-38),Revised,11/18/21,Discontinued,,,Discontinuation of the manufacture of the drug,Analgesia/Addiction;Pediatric,Current,,,00409-9093-38,discontinued
5831,Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",100 mcg/2 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-22),Revised,11/18/21,Limited Supply Available. Next Delivery: November 2021; Estimated Recovery: May 2022,,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,00409-9094-22,limited availability
5832,Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",250 mcg/5 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-25),Revised,11/18/21,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,00409-9094-25,available
5833,Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",500 mcg/10 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-28),Revised,11/18/21,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,00409-9094-28,available
5834,Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.","1,000 mcg/20 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-31)",Revised,11/18/21,Limited Supply Available. Next Delivery and Estimated Recovery: March 2022,,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,00409-9094-31,limited availability
5835,Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.","2,500 mcg/50 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-61)",Revised,11/18/21,Limited Supply Available. Next Delivery: December 2021; Estimated Recovery: May 2022,,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,00409-9094-61,limited availability
5836,Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",50 mcg/mL 2 mL ampul (NDC 0641-6024-10),Revised,10/12/21,Currently not available,Inventory available in vial presentations.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,0641-6024-10,not available
5837,Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",50 mcg/mL 5 mL ampul (NDC 0641-6025-10),Revised,10/12/21,Currently not available,Inventory available in vial presentations.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,0641-6025-10,not available
5838,Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",50 mcg/mL 20 mL ampul (NDC 0641-6026-05),Revised,10/12/21,Currently not available,Inventory available in vial presentations.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,0641-6026-05,not available
5839,Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","50 mcg/mL 2 mL vial
(NDC 0641-6027-25)",Revised,10/12/21,Inventory is currently available.,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,0641-6027-25,available
5840,Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","50 mcg/mL 5 mL vial
(NDC 0641-6028-25)",Revised,10/12/21,Inventory is currently available.,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,0641-6028-25,available
5841,Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",50 mcg/mL 20 mL vial (NDC 0641-6029-25),Revised,10/12/21,This presentation is temporarily on backorder.,Additional lots will be scheduled for manufacturing and available in the November - December 2021 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,0641-6029-25,not available
5842,Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","50 mcg/mL  50 mL vial
(NDC 0641-6030-01)",Revised,10/12/21,Inventory is currently available.,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,0641-6030-01,available
5843,Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,2 mL ampule 10 pack (NDC 17478-0030-02),Revised,2/12/21,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,17478-0030-02,available
5844,Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,2 mL ampule; 25 pack (NDC 17478-0030-25),Revised,2/12/21,Discontinued,,,,Analgesia/Addiction;Pediatric,Current,,,17478-0030-25,discontinued
5845,Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,5 mL ampule 10 pack (NDC 17478-0030-05),Revised,2/12/21,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,17478-0030-05,available
5846,Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,20 mL ampule (NDC 17478-0030-20),Revised,2/12/21,Discontinued,,,,Analgesia/Addiction;Pediatric,Current,,,17478-0030-20,discontinued
5847,Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,5 mL ampule 25 pack (NDC 17478-0030-55),Revised,2/12/21,Discontinued,,,,Analgesia/Addiction;Pediatric,Current,,,17478-0030-55,discontinued
5848,Finasteride Tablets,Mylan Pharmaceuticals Inc.,5 mg tablet (NDC 0378-5036-05)(NDC 0378-5036-77)(NDC 0378-5036-93),New,5/23/18,,The discontinuation of this product is a business decision,,,Urology,To be Discontinued,5/23/18,5/23/18,0378-5036-05,discontinued
5849,Finasteride Tablets,Teva Pharmaceuticals,5 mg 30 CT (NDC 45963-500-30),New,9/18/20,,"Teva’s Finasteride 5 mg Tablets marketed under NDC 0093-7355-56, NDC 0093-7355-05 & NDC 0093-7355-98 are not affected by this discontinuation.",,,Urology,To be Discontinued,9/18/20,9/18/20,45963-500-30,discontinued
5850,Finasteride Tablets,Teva Pharmaceuticals,5 mg 90 CT (NDC 45963-500-08),New,9/18/20,,"Teva’s Finasteride 5 mg Tablets marketed under NDC 0093-7355-56, NDC 0093-7355-05 & NDC 0093-7355-98 are not affected by this discontinuation.",,,Urology,To be Discontinued,9/18/20,9/18/20,45963-500-08,discontinued
5851,Finasteride Tablets,Teva Pharmaceuticals,"1mg tablet (NDC 45963-600-03, 45963-600-09)",New,9/18/20,,This product discontinuation is a business related decision.,,,Urology,To be Discontinued,9/18/20,9/18/20,45963-600-03,discontinued
5852,Finasteride Tablets,Teva Pharmaceuticals,5mg tablet (NDC 45963-500-02),New,9/18/20,,This product discontinuation is a business related decision.,,,Urology,To be Discontinued,9/18/20,9/18/20,45963-500-02,discontinued
5853,Floxuridine for Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",500 mg per vial (NDC 0143-9270-01),Revised,10/12/21,This presentation is temporarily on backorder.,,,Other,Oncology,Current,,,0143-9270-01,not available
5854,"Floxuridine for Injection, USP","Fresenius Kabi USA, LLC",500 mg per vial (NDC 63323-145-07_,New,9/30/20,,"Discontinued: May 30, 2019",,,Oncology,To be Discontinued,9/30/20,9/30/20,63323-145-07,discontinued
5855,Fludrocortisone Acetate Tablets,Teva Pharmaceuticals,"0.1 mg, 100 count bottle (NDC 0555-0997-02)",Revised,8/7/19,,,Available,,Endocrinology/Metabolism,Resolved,8/7/19,,0555-0997-02,
5856,Fludrocortisone Acetate Tablets,Impax Laboratories,"0.1 mg, 100 count bottle (NDC 0115-7033-01)",Revised,8/7/19,,,Available,,Endocrinology/Metabolism,Resolved,8/7/19,,0115-7033-01,
5857,Fludrocortisone Acetate Tablets,Impax Laboratories,"0.1 mg, 500 count bottle (NDC 0115-7033-02)",Revised,8/7/19,,,Available,,Endocrinology/Metabolism,Resolved,8/7/19,,0115-7033-02,
5858,Flumazenil Injection,Mylan,"0.5 mg in 5 mL (0.1 mg/mL), multi-dose vial, 10 vials (NDC 67457-447-53)",New,12/16/19,,Expected Discontinuation April 2020,,,Analgesia/Addiction;Neurology;Pediatric,To be Discontinued,12/16/19,12/16/19,67457-447-53,discontinued
5859,Fluocinonide Gel 0.05%,"Teligent Pharma, Inc.",15g (NDC 52565-054-15),New,6/21/21,,Discontinuation of the manufacture of the drug,,,,To be Discontinued,6/21/21,6/21/21,52565-054-15,discontinued
5860,Fluocinonide Gel 0.05%,"Teligent Pharma, Inc.",30g (NDC 52565-054-30),New,6/21/21,,Discontinuation of the manufacture of the drug,,,,To be Discontinued,6/21/21,6/21/21,52565-054-30,discontinued
5861,Fluocinonide Gel 0.05%,"Teligent Pharma, Inc.",60g (NDC 52565-054-60),New,6/21/21,,Discontinuation of the manufacture of the drug,,,,To be Discontinued,6/21/21,6/21/21,52565-054-60,discontinued
5862,Fluocinonide Ointment 0.05%,"Teligent Pharma, Inc.",15g (NDC 52565-040-15),New,6/21/21,,Discontinuation of the manufacture of the drug,,,,To be Discontinued,6/21/21,6/21/21,52565-040-15,discontinued
5863,Fluocinonide Ointment 0.05%,"Teligent Pharma, Inc.",30g (NDC 52565-040-30),New,6/21/21,,Discontinuation of the manufacture of the drug,,,,To be Discontinued,6/21/21,6/21/21,52565-040-30,discontinued
