Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-10)",Revised,6/5/2024,Unavailable,Next release not available at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-20)",Revised,6/5/2024,Unavailable,Next release not available at this time.,"
",Delay in shipping of the drug,Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 5 mg/1 mL (NDC 63323-286-20)",Revised,6/5/2024,Unavailable,Next release not available at this time.,"
",Delay in shipping of the drug,Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 7.5 mg/1 mL (NDC 63323-287-20)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 10 mg/1 mL (NDC 63323-288-10)",Revised,6/5/2024,Unavailable,Next release not available at this time.,"
",Delay in shipping of the drug,Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 10 mg/1 mL (NDC 63323-288-20)",Revised,6/5/2024,Unavailable,Next release not available at this time.,"
",Delay in shipping of the drug,Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-61)",Reverified,6/5/2024,Unavailable,Next release not available at this time.,"
",Delay in shipping of the drug,Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-63)",Revised,6/5/2024,Unavailable,Next release not available at this time.,"
",Delay in shipping of the drug,Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-65)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-64)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 5 mg/1 mL (NDC 63323-286-00)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 5 mg/1 mL (NDC 63323-286-63)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-13)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-23)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 5 mg/1 mL (NDC 63323-286-35)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 5 mg/1 mL (NDC 63323-286-23)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 7.5 mg/1 mL (NDC 63323-287-21)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 10 mg/1 mL (NDC 63323-288-11)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 10 mg/1 mL (NDC 63323-288-21)",Revised,6/5/2024,Available,"
","
","
",Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Naropin, Injection, 5 mg/1 mL (NDC 63323-286-31)",Revised,6/5/2024,Unavailable,Next release not available at this time.,"
",Delay in shipping of the drug,Anesthesia,Current,"
","
",3/23/2018,"
","
","
","
","
","
","
"
Semaglutide Injection,"Novo Nordisk, Inc.",833-493-4689,"Wegovy, Injection, .25 mg/.5 mL (NDC 0169-4525-14)",Reverified,4/30/2024,Limited Availability,Estimated shortage duration TBD,"
",Demand increase for the drug,Endocrinology/Metabolism,Current,"
","
",8/23/2022,"
","
","
","
","
","
","
"
Semaglutide Injection,"Novo Nordisk, Inc.",833-493-4689,"Wegovy, Injection, .5 mg/.5 mL (NDC 0169-4505-14)",Reverified,4/30/2024,Limited Availability,Estimated shortage duration TBD,"
",Demand increase for the drug,Endocrinology/Metabolism,Current,"
","
",3/31/2022,"
","
","
","
","
","
","
"
Semaglutide Injection,"Novo Nordisk, Inc.",833-496-4689,"Wegovy, Injection, 1 mg/.5 mL (NDC 0169-4501-14)",Reverified,4/30/2024,Limited Availability,Estimated shortage duration TBD,"
",Demand increase for the drug,Endocrinology/Metabolism,Current,"
","
",3/31/2022,"
","
","
","
","
","
","
"
Semaglutide Injection,"Novo Nordisk, Inc.",833-496-4689,"Wegovy, Injection, 1.7 mg/.75 mL (NDC 0169-4517-14)",Reverified,4/30/2024,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",3/31/2022,"
","
","
","
","
","
","
"
Semaglutide Injection,"Novo Nordisk, Inc.",833-496-4689,"Wegovy, Injection, 2.4 mg/.75 mL (NDC 0169-4524-14)",Reverified,4/30/2024,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",3/31/2022,"
","
","
","
","
","
","
"
Semaglutide Injection,"Novo Nordisk, Inc.",866-696-4090 and press 0,"Ozempic, Injection, 1.34 mg/1 mL (NDC 0169-4130-13)",Reverified,4/30/2024,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",8/23/2022,"
","
","
","
","
","
","
"
Semaglutide Injection,"Novo Nordisk, Inc.",866-696-4090 and press 0,"Ozempic, Injection, 2.68 mg/1 mL (NDC 0169-4772-12)",Reverified,4/30/2024,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",8/23/2022,"
","
","
","
","
","
","
"
Semaglutide Injection,"Novo Nordisk, Inc.",866-696-4090 and press 0,"Ozempic, Injection, .68 mg/1 mL (NDC 0169-4181-13)",Reverified,4/30/2024,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",8/23/2022,"
","
","
","
","
","
","
"
Sodium Acetate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection, 200 mEq/100 mL (2 mEq/mL)  (NDC 0409-3299-25)",Revised,5/24/2024,Unavailable,Next Delivery: December 2024; Estimated Recovery: March 2025; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection, 100 mEq/50 mL (2 mEq/mL)   (NDC 0409-3299-26)",Revised,5/24/2024,Unavailable,Next Delivery and  Estimated Recovery: December 2024; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection, 40 mEq/20 mL (2 mEq/mL) (NDC 0409-7299-25)",Revised,5/24/2024,Unavailable,Next Delivery and Estimated Recovery: June 2024; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 4 meq/100 mL (NDC 63323-032-00)",Reverified,6/5/2024,Available,Check wholesalers for inventory,"
","
",Total Parenteral Nutrition,Current,"
","
",3/23/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection, 100 mEq/50 mL (2 mEq/mL) (NDC 0409-3299-05)",Revised,5/24/2024,Limited Availability,Limited Supply Available. Next Delivery: August 2024; Estimated Recovery: December 2024; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection, 200 mEq/100 mL (2 mEq/mL) (NDC 0409-3299-06)",Revised,5/24/2024,Limited Availability,Limited Supply Available. Next Delivery: May 2024; Estimated Recovery: December 2024; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection, 40 mEq/20 mL (2 mEq/mL) (NDC 0409-7299-73)",Revised,5/24/2024,Available,"
","
","
",Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,Milla Pharmaceuticals,833-251-8463,"Injection, 100 mEq/50mL (2 mEq/mL) (NDC 69784-230-10)",Revised,6/6/2024,Available,"
","
","
",Total Parenteral Nutrition,Current,"
","
",3/23/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,Milla Pharmaceuticals,833-251-8463,"Injection, 200 mEq/100mL (2 mEq/mL) (NDC 69784-231-10)",Revised,6/6/2024,Available,"
","
","
",Total Parenteral Nutrition,Current,"
","
",3/23/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,Milla Pharmaceuticals,833-251-8463,"Injection, 400 mEq/100mL (4 mEq/mL) (NDC 69784-232-01)",Revised,6/6/2024,Available,"
","
","
",Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
Sodium Acetate Injection,Milla Pharmaceuticals,833-251-8463,"Injection, 40 mEq/20mL (2 mEq/mL) (NDC 69784-229-10)",Revised,6/6/2024,Available,"
","
","
",Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection,  2.5 mEq/5 mL (4.2%, 0.5 mEq/mL)  (NDC 0409-5555-02)",Revised,5/24/2024,Limited Availability,Next Delivery and Estimated Recovery: June 2024,"
",Demand increase for the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",3/1/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection,  2.5 mEq/5 mL (4.2%, 0.5 mEq/mL)  (NDC 0409-5555-01)",Revised,5/24/2024,Unavailable,Next Delivery and  Estimated Recovery: June 2024; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",3/1/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection, 44.6 mEq/50 mL (7.5%, 0.9 mEq/mL) Syringes (NDC 0409-4916-14)",Revised,5/24/2024,Unavailable,Next Delivery: November 2024; Estimated Recovery: December 2024; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",3/1/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection,  50 mEq/50 mL (8.4%, 1 mEq/mL)  (NDC 0409-6625-14)",Revised,5/24/2024,Unavailable,Next Delivery: May 2024; Estimated Recovery: September 2024; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",3/1/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection,  50 mEq/50 mL (8.4%, 1 mEq/mL)  (NDC 0409-6625-35)",Revised,5/24/2024,Unavailable,Next Delivery: April 2025; Estimated Recovery: June 2025; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",3/1/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Injection, 10 mEq/10 mL (8.4%, 1 mEq/mL) Syringes (NDC 0409-4900-14)",Revised,5/24/2024,Unavailable,Next Delivery: June 2024; Estimated Recovery: September 2024; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",3/1/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Sodium Bicarbonate, Injection, 5 mEq/10 mL (4.2%, 0.5 mEq/mL) Syringes (NDC 0409-5534-14)",Revised,5/24/2024,Unavailable,Next Delivery: October 2024; Estimated Recovery: December 2024; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",3/1/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Sodium Bicarbonate, Injection,  50 mEq/50 mL (8.4%, 1 mEq/mL) Syringes (NDC 0409-6637-14)",Revised,5/24/2024,Unavailable,Next Delivery: June 2024; Estimated Recovery: December 2024; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",3/1/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Amphastar Pharmaceuticals, Inc.",800-423-4136,"Injection, 84 mg/1 mL (NDC 76329-3352-1)",Reverified,5/14/2024,Limited Availability,On allocation,"
",Demand increase for the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",3/1/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 42 mg/1 mL (NDC 63323-083-05)",Reverified,6/5/2024,Available,Check wholesalers for inventory,"
","
",Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",7/24/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 84 mg/1 mL (NDC 63323-089-50)",Reverified,6/5/2024,Available,Check wholesalers for inventory,"
","
",Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",7/24/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Exela Pharma Sciences, LLC",828-758-5474 ext. 154,"Injection, 84 mg/1 mL (NDC 51754-5001-5)",Reverified,4/15/2024,Available,Available in NDC 51754-5001-4 which is carton of 25 vials. The 521754-5001-05 was discontinued over a year ago.,"
","
",Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",7/24/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Exela Pharma Sciences, LLC",828-758-5474 ext. 154,"Injection, 84 mg/1 mL (NDC 51754-5011-4)",Reverified,4/15/2024,Available,"
","
","
",Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",7/24/2017,"
","
","
","
","
","
","
"
Sodium Bicarbonate Injection,"Exela Pharma Sciences, LLC",828-758-5474 ext. 154,"Injection, 42 mg/1 mL (NDC 51754-5012-4)",Reverified,4/15/2024,Available,"
","
","
",Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,"
","
",7/24/2017,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7984-13)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7984-13","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7984-36)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7984-36","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7984-37)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7984-37","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7984-23)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7984-23","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7984-20)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7984-20","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Laboratorios Grifols, S.A.",800-848-0462,"Sodium Chloride 0.9%, 50 mL Fleboflex Plastic Container, Injection, 0.9% (NDC 79672-613-01)",Reverified,5/13/2024,Product available for contracted customers.,"
","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Laboratorios Grifols, S.A.",800-848-0462,"Sodium Chloride 0.9%, 100 mL Fleboflex Plastic Container, Injection, 0.9% (NDC 79672-613-02)",Reverified,5/13/2024,Available,Product available for contracted customers.,"
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Laboratorios Grifols, S.A.",800-848-0462,"Sodium Chloride 0.9%, 250 mL Fleboflex Plastic Container, Injection, 0.9% (NDC 79672-613-03)",Reverified,5/13/2024,Available,Product available for contracted customers.,"
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Laboratorios Grifols, S.A.",800-848-0462,"Sodium Chloride 0.9%, 500 mL Fleboflex Plastic Container, Injection, 0.9% (NDC 79672-613-04)",Reverified,5/13/2024,Available,Product available for contracted customers.,"
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Laboratorios Grifols, S.A.",800-848-0462,"Sodium Chloride 0.9%, 1000 mL Fleboflex Plastic Container, Injection, 0.9% (NDC 79672-613-05)",Reverified,5/13/2024,Available,Product available for contracted customers.,"
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7983-61)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7983-61","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7983-02)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7983-02","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7983-55)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7983-55","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7983-03)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7983-03","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7983-09)",Reverified,5/22/2024,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7983-09","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,Guerbet LLC,877-729-6679,"Sodium Chloride 0.9% In Plastic Container, Injection, .9 mg/1 mL (NDC 0019-1188-81)",Reverified,3/12/2024,Unavailable,"
","
",Delay in shipping of the drug,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,Guerbet LLC,877-729-6679,"Sodium Chloride 0.9% In Plastic Container, Injection, .9 mg/1 mL (NDC 0019-1188-27)",Reverified,3/12/2024,Unavailable,Sodium Chloride Injection in RFID presentation is not available and the plan is to discontinue this presentation from sales,"
",Discontinuation of the manufacture of the drug,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Bacteriostatic Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 63323-924-30)",Revised,6/5/2024,Available,"
","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/8/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Bacteriostatic Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 63323-924-10)",Revised,6/5/2024,Available,"
","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/8/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bacteriostatic Sodium Chloride 0.9% In Plastic Container, Injection, 9% (9 mg/1 mL) (NDC 0409-1966-12)",Revised,5/24/2024,Available,Next Delivery and Estimated Recovery: June 2024,"
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/8/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bacteriostatic Sodium Chloride 0.9% In Plastic Container, Injection, 9% (9 mg/1 mL) (NDC 0409-1966-05)",Revised,5/24/2024,Available,"
","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/8/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bacteriostatic Sodium Chloride 0.9% In Plastic Container, Injection, 9% (9 mg/1 mL) (NDC 0409-1966-07)",Revised,5/24/2024,Unavailable,Next Delivery and Estimated Recovery: Late May 2024,"
",Other,Gastroenterology; Other; Pediatric,Current,"
","
",12/8/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Spectra Medical Devices, LLC",978-657-0889,"Sodium Chloride 0.9%, Injection, 9 mg/1 mL (NDC 65282-1510-1)",Reverified,4/1/2024,Available,"
","
","
",Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection,"Spectra Medical Devices, LLC",978-657-0889,"Sodium Chloride 0.9%, Injection, 9 mg/1 mL (NDC 65282-1505-1)",Reverified,4/1/2024,Available,"
","
","
",Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
