Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Sodium Chloride 0.9% Injection Bags,"ICU Medical, Inc.",877-976-7747,"0.9% Sodium Chloride, USP 500 mL (Legacy Hospira NDC 0409-7983-55) (ICU Medical NDC 0990-7983-55)",Reverified,1/19/2023,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical.","
","
",Gastroenterology; Other; Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,"ICU Medical, Inc.",877-976-7747,"0.9% Sodium Chloride, USP 500 mL (Legacy Hospira (NDC 0409-7983-03)(ICU Medical NDC 0990-7983-03)",Reverified,1/19/2023,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical.","
","
",Gastroenterology;Other;Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,"ICU Medical, Inc.",877-976-7747,"0.9% Sodium Chloride, USP 1000 mL (Legacy Hospira NDC 0409-7983-09)(ICU Medical NDC 0990-7983-09)",Reverified,1/19/2023,On allocation,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical.","
",Demand increase for the drug,Gastroenterology;Other;Pediatric,Current,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Sodium Chloride 14.6% Injection,"Fresenius Kabi USA, LLC",888-386-1300,"50 mEq per 20 mL (2.5 mEq per mL), Single dose plastic flip top vial, (NDC 63323-090-20)",New,4/5/2022,Backordered. Next release June 2022.,"
","
",Increase in Demand,Endocrinology/Metabolism;Gastroenterology;Pediatric;Total Parenteral Nutrition,Current,"
","
",4/5/2022,"
","
","
","
","
","
","
"
Sodium Chloride 14.6% Injection,"Fresenius Kabi USA, LLC",888-386-1300,"100 mEq per 40 mL (2.5 mEq per mL), Single dose plastic flip top vial, (NDC 63323-090-40)",New,4/5/2022,Backordered. Next release June 2022.,"
","
",Increase in Demand,Endocrinology/Metabolism;Gastroenterology;Pediatric;Total Parenteral Nutrition,Current,"
","
",4/5/2022,"
","
","
","
","
","
","
"
Sodium Chloride 14.6% Injection,"Hospira, Inc.",844-646-4398,14.6% 100 mEq/40 mL (2.5 mEq/mL); Single Dose Plastic Fliptop Vial (NDC 00409-6660-75),Reverified,1/20/2023,Next Delivery: October 2023; Estimated Recovery: December 2023,"
","
",Demand increase for the drug,Endocrinology/Metabolism;Gastroenterology;Pediatric;Total Parenteral Nutrition,Current,"
","
",4/5/2022,"
","
","
","
","
","
","
"
Sodium Chloride 23.4% Injection,"Fresenius Kabi USA, LLC",888-386-1300,30 mL vials (NDC 63323-0093-30),Revised,1/26/2023,Backordered. Next release January 2023.,"
","
",Demand increase for the drug,Gastroenterology;Endocrinology/Metabolism;Total Parenteral Nutrition;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Sodium Chloride 23.4% Injection,"Fresenius Kabi USA, LLC",888-386-1300,100 mL vials (NDC 63323-0095-61),Revised,1/26/2023,Available,Check wholesaler inventory,"
",Demand increase for the drug,Gastroenterology;Endocrinology/Metabolism;Total Parenteral Nutrition;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Sodium Chloride 23.4% Injection,"Fresenius Kabi USA, LLC",888-386-1300,200 mL vials (NDC 63323-0088-63),Revised,1/26/2023,Backordered. Next release not available at this time.,Check wholesaler inventory,"
",Demand increase for the drug,Gastroenterology;Endocrinology/Metabolism;Total Parenteral Nutrition;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Sodium Chloride 23.4% Injection,"Hospira, Inc.",844-646-4398,400 mEq/100 mL (4 mEq/mL); Pharmacy Bulk Package Glass Fliptop Vial (NDC 00409-1141-02),Reverified,1/20/2023,Next Delivery: January 2023; Estimated Recovery: December 2023,"
","
",Demand increase for the drug,Gastroenterology;Endocrinology/Metabolism;Total Parenteral Nutrition;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Fresenius Kabi USA, LLC",888-386-1300,"Sodium Chloride Injection USP, Single dose plastic vial, 0.9%, (18 mg per 2 mL)(9 mg per mL) (NDC 63323-186-02)",Revised,1/26/2023,Available,Check wholesalers for inventory,"
",Increase in Demand,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Fresenius Kabi USA, LLC",888-386-1300,"Sodium Chloride Injection USP,  Single dose plastic vial, 0.9%, (90 mg per 10 mL)(9 mg per mL) (NDC 63323-186-10)",Revised,1/26/2023,Available,Check wholesalers for inventory,"
",Demand increase,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Fresenius Kabi USA, LLC",888-386-1300,"Sodium Chloride Injection USP,  Single dose plastic vial, 0.9%, (180 mg per 20 mL)(9 mg per mL) (NDC 63323-186-20)",Revised,1/26/2023,Available,Check wholesalers for inventory,"
",Demand increase,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Fresenius Kabi USA, LLC",888-386-1300,"Sodium Chloride Injection USP, Single dose tear top vial, 0.9%, (900 mg per 100 mL)(9 mg per mL) (NDC 63323-186-00)",Revised,1/26/2023,Backordered.  Next release date not available at this time.,"
","
",Increase in Demand,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,10 mL (0.9%); Single Dose Plastic Fliptop Vial (NDC 00409-4888-10),Revised,1/20/2023,Available,"
","
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,10 mL (0.9%); Single Dose LifeShield Plastic Fliptop Vial (NDC 00409-4888-12),Revised,1/20/2023,Next Delivery: June 2023; Estimated Recovery: December 2023,"
","
",Demand increase for the drug,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,0.9%; Single Dose Plastic Fliptop Vial (NDC 00409-4888-20),Revised,1/20/2023,Available,"
","
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,0.9%; Single Dose Plastic Fliptop Vial (NDC 00409-4888-50),Revised,1/20/2023,Limited Supply Available. Next Delivery: January 2023; Estimated Recovery: June 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Medefil, Inc.",630-682-4600,"Sodium Chloride Injection, USP, 0.9%, in a plastic syringe (10 mL) (NDC 64253-202-30)",Revised,10/3/2022,Available,"
","
",Available,Other,Current,"
","
",8/2/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"0.9%, 2 mL vial (NDC 0641-0497-25)",Revised,10/3/2022,This presentation is temporarily on backorder.  Recovery is TBD at this time.,"
","
",Demand increase for the drug,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes",Guerbet LLC,877-729-6679,125 mL PFS (NDC 0019-1188-81),Revised,10/3/2022,"On backorder. Next batch will be available in April 2022, and the current demand can be fulfilled by May 2022.","
","
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes",Guerbet LLC,877-729-6679,125 mL PFS RFID Tag (NDC 0019-1188-27),Revised,10/3/2022,Available; Next batch will be available May 2022.,"
","
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Spectra Medical Devices, Inc.",978-657-0889,0.9% 10mL Ampule (NDC 65282-1510-1),Revised,10/3/2022,"Currently available, in stock, Production is ongoing","
","
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection, 0.9% Vials and Syringes","Spectra Medical Devices, Inc.",978-657-0889,0.9% 5mL Ampule (NDC 65282-1505-1),Revised,10/3/2022,"Currently available, in stock, Production is ongoing","
","
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
Sodium Phosphates Injection,"Hospira, Inc.",844-646-4398,"Phosphorus 45 mmol/15 mL, Sodium 60 mEq/15 mL, vial (NDC 0409-7391-72)",Reverified,1/20/2023,Limited Supply Available. Next Delivery: January 2023; Estimated Recovery: December 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Endocrinology/Metabolism;Gastroenterology;Pediatric;Total Parenteral Nutrition,Current,"
","
",9/1/2021,"
","
","
","
",https://www.fda.gov/media/158385/download,"
","
"
Sodium Phosphates Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Phosphorus 15 mmol/5 mL, Sodium 20 mEq/5 mL, vial (NDC 63323-170-05)",Revised,1/26/2023,Backordered. Next release not available at this time.,Check wholesaler inventory,"
",Other,Endocrinology/Metabolism;Gastroenterology;Pediatric;Total Parenteral Nutrition,Current,"
","
",9/1/2021,"
","
","
","
","
","
","
"
Sodium Phosphates Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Phosphorus 45 mmol/15 mL, Sodium 60 mEq/15 mL, vial (NDC 63323-881-16)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesaler inventory,"
",Demand increase for the drug,Endocrinology/Metabolism;Gastroenterology;Pediatric;Total Parenteral Nutrition,Current,"
","
",9/1/2021,"
","
","
","
","
","
","
"
Somatropin (SAIZEN) Injection,"EMD Serono, Inc.",800-283-8088,Saizen Vial 5 mg (NDC 44087-1005-2),Revised,1/9/2023,"
",Discontinuation of the manufacture of the product,"
","
",Endocrinology/Metabolism,To be Discontinued,1/9/2023,1/9/2023,1/9/2023,"
","
","
","
","
","
","
"
Somatropin (SAIZEN) Injection,"EMD Serono, Inc.",800-283-8088,Saizen Vial 8.8 mg (NDC 44087-1088-1),Revised,1/9/2023,"
",Discontinuation of the manufacture of the product,"
","
",Endocrinology/Metabolism,To be Discontinued,1/9/2023,1/9/2023,1/9/2023,"
","
","
","
","
","
","
"
Somatropin (SAIZEN) Injection,"EMD Serono, Inc.",800-283-8088,"Reconstitution Kit containing 1 vial of Saizen 8.8 mg, diluent, and 1 Saizenprep Reconstitution Device (NDC 44087-0016-1)",Revised,1/9/2023,"
",Discontinuation of the manufacture of the product,"
","
",Endocrinology/Metabolism,To be Discontinued,1/9/2023,1/9/2023,1/9/2023,"
","
","
","
","
","
","
"
Somatropin Injection,"Novo Nordisk, Inc.",609-987-5800,Norditropin® FlexPro® 5mg/1.5mL (NDC 0169-7704-21),Revised,1/11/2023,Currently unavailable.,Manufacturing delays,"
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
,,,,,,Restart of supply mid-March 2023. Demand met by end June 2023.,,,,,,,,,,,,,,,
Somatropin Injection,"Novo Nordisk, Inc.",609-987-5800,Norditropin® FlexPro® 10mg/1.5mL (NDC 0169-7705-21),Revised,1/11/2023,Currently unavailable.,Manufacturing delays,"
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
,,,,,,Restart of supply mid-March 2023. Demand met by end June 2023.,,,,,,,,,,,,,,,
Somatropin Injection,"Novo Nordisk, Inc.",609-987-5800,Norditropin® FlexPro® 15mg/1.5mL (NDC 0169-7708-21),Revised,1/11/2023,Currently unavailable.,Manufacturing delays,"
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
,,,,,,Restart of supply mid-March 2023. Demand met by end June 2023.,,,,,,,,,,,,,,,
Somatropin Injection,"Novo Nordisk, Inc.",609-987-5800,Norditropin® FlexPro®  30mg/3mL (NDC 0169-7703-21),Revised,1/11/2023,Currently unavailable.,Manufacturing delays,"
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
,,,,,,Restart of supply mid-March 2023. Demand met by end June 2023.,,,,,,,,,,,,,,,
Somatropin Injection,Sandoz,800-525-8747,Omnitrope Cartridge (somatropin) Pen 5 mg/1.5 mL (NDC 0781-3001-07),New,1/6/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Sandoz,800-525-8747,Omnitrope Cartridge (somatropin) Pen 10 mg/1.5 mL (NDC 0781-3004-07),New,1/6/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Eli Lilly,800-545-5979,Humatrope 12mg KIT (NDC 0002-8148-01),New,1/6/2023,Estimated resupply of both the 12mg and 24mg cartridge kits in March 2023.,Manufacturing delay from a contract manufacturer,"
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Eli Lilly,800-545-5979,Humatrope 24mg KIT (NDC 0002-8149-01),New,1/6/2023,Estimated resupply of both the 12mg and 24mg cartridge kits in March 2023.,Manufacturing delay from a contract manufacturer,"
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,5 mg/mL; Two-chamber cartridge with preservative (NDC 0013-2626-81),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,12 mg/mL; Two-chamber cartridge with preservative (NDC 0013-2646-81),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 0.2 mg; Two-chamber cartridge without preservative (NDC 0013-2649-02),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 0.4 mg; Two-chamber cartridge without preservative (NDC 0013-2650-02),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 0.6 mg; Two-chamber cartridge without preservative (NDC 0013-2651-02),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 0.8 mg; Two-chamber cartridge without preservative (NDC 0013-2652-02),Revised,1/20/2023,Next Delivery and Estimated Recovery: February 2023,"
","
",Demand increase for the drug,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 1.0 mg; Two-chamber cartridge without preservative (NDC 0013-2653-02),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 1.2 mg; Two-chamber cartridge without preservative (NDC 0013-2654-02),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 1.4 mg; Two-chamber cartridge without preservative (NDC 0013-2655-02),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 1.6 mg; Two-chamber cartridge without preservative (NDC 0013-2656-02),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 1.8 mg; Two-chamber cartridge without preservative (NDC 0013-2657-02),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Pfizer Pharmaceuticals,800-533-4535,Miniquick 2.0 mg; Two-chamber cartridge without preservative (NDC 0013-2658-02),Revised,1/20/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Genentech,800-551-2231,Nutropin NuSpin 5 mg (NDC 50242-074-01),New,1/6/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Genentech,800-551-2231,Nutropin NuSpin 10 mg (NDC 50242-075-01),New,1/6/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Injection,Genentech,800-551-2231,Nutropin NuSpin 20 mg (NDC 50242-076-01),New,1/6/2023,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",1/6/2023,"
","
","
","
","
","
","
"
Somatropin Recombinant (Humatrope) Injection,Eli Lilly and Co.,800-545-5979,5 mg kit (NDC 0002-7335-11) contains 5 mg/mL in 1 vial (NDC 0002-7349-01) of Humatrope and 5 mL in 1 vial (NDC 0002-7336-01) of Sterile Diluent,New,7/7/2020,"
","
","
","
",Hematology,To be Discontinued,"
","
",7/7/2020,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"25mg tablets, bottle of 100 (NDC 0228-2803-11)",New,5/22/2018,"
","
","
","
",Renal,To be Discontinued,"
","
",5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"25mg tablets, bottle of 500 (NDC 0228-2803-50)",New,5/22/2018,"
","
","
","
",Renal,To be Discontinued,"
","
",5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"50mg tablets, bottle of 100 (NDC 0228-2672-11)",New,5/22/2018,"
","
","
","
",Renal,To be Discontinued,"
","
",5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"50mg tablets, bottle of 500 (NDC 0228-2672-50)",New,5/22/2018,"
","
","
","
",Renal,To be Discontinued,"
","
",5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"100mg tablets, bottle of 100 (NDC 0228-2673-11)",New,5/22/2018,"
","
","
","
",Renal,To be Discontinued,"
","
",5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"100mg tablets, bottle of 500 (NDC 0228-2673-50)",New,5/22/2018,"
","
","
","
",Renal,To be Discontinued,"
","
",5/22/2018,"
","
","
","
","
","
","
"
Stavudine Capsules,Mylan Pharmaceuticals Inc.,800-496-9526,20mg capsules (NDC 0378-5041-91),New,4/30/2018,"
","
","
","
",Antiviral,To be Discontinued,"
","
",4/30/2018,"
","
","
","
","
","
","
"
Sterile Water for Injection,American Regent/Luitpold,800-645-1706,10mL Vial (NDC 0517-3010-25),Reverified,1/23/2023,Unavailable,"
","
",Demand increase for the drug,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,American Regent/Luitpold,800-645-1706,20mL Vial (NDC 0517-3020-25),Reverified,1/23/2023,Available,"
","
",Demand increase for the drug,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,10 mL vial (NDC 0641-6147-10),Revised,6/3/2022,This presentation is temporarily on backorder.,"
","
",Demand increase for the drug,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Hospira, Inc.",844-646-4398,10 mL Single Dose Plastic Fliptop Vial (NDC 00409-4887-10),Reverified,1/20/2023,Available,"
","
",Other,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Hospira, Inc.",844-646-4398,20 mL Single Dose Plastic Fliptop Vial (NDC 00409-4887-20),Reverified,1/20/2023,Available,"
","
",Other,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Hospira, Inc.",844-646-4398,50 mL Single Dose Plastic Fliptop Vial (NDC 00409-4887-50),Reverified,1/20/2023,Limited Supply Available. Next Delivery: January 2023; Estimated Recovery: June 2023,"
","
",Demand increase for the drug,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Hospira, Inc.",844-646-4398,100 mL Single Dose Glass Fliptop Vial (NDC 00409-4887-99),Reverified,1/20/2023,Next Delivery: January 2023; Estimated Recovery: September 2023,"
","
",Demand increase for the drug,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Fresenius Kabi USA, LLC",888-386-1300,10 mL Vial (NDC 63323-0185-10),Reverified,1/26/2023,Available,Check wholesalers for inventory,"
",Demand increase for the drug,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Fresenius Kabi USA, LLC",888-386-1300,20 mL Vial (NDC 63323-0185-20),Reverified,1/26/2023,Available,Check wholesalers for inventory,"
",Demand increase for the drug,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Fresenius Kabi USA, LLC",888-386-1300,50 mL Vial (NDC 63323-0185-50),Reverified,1/26/2023,Backordered. Next release not available at this time.,Check wholesalers for inventory,"
",Demand increase for the drug,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Medefil, Inc.",630-682-4600,10 mL in plastic syringe (NDC 64253-020-30),Revised,3/1/2022,Available,"
","
",Available; Demand Increase for the drug,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Single Dose free flex bag, 1,000 mL fill, (NDC 63323-178-76)",Reverified,1/26/2023,Available,Check wholesalers for inventory,"
","
",Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Sterile Water for Injection,Nephron Pharmaceuticals Corporation,803-569-2800,5 mL Plastic Vials (NDC 0487-6105-01),New,2/22/2022,Available,"
","
",Other,Other,Current,"
","
",11/23/2021,"
","
","
","
","
","
","
"
Streptozocin (Zanosar) Sterile Powder,Teva Pharmaceuticals,800-545-8800,Streptozocin (Zanosar®) Sterile Powder: (NDC 0703-4636-01) (1 gram Single Dose Vial),Revised,1/9/2023,Unavailable,Recovery TBD,"
",Other,Oncology,Current,"
","
",7/12/2022,"
","
","
","
","
","
","
"
Streptozocin (Zanosar) Sterile Powder,Teva,800-545-8800,NDC 0703-4636-01 (1 gram Single Dose Vial),New,8/11/2022,"
",Product is currently unavailable and no future production expected for an extended period.,"
","
",Oncology,To be Discontinued,8/11/2022,8/11/2022,8/11/2022,"
","
","
","
","
","
","
"
Succimer (Chemet) Capsules,Recordati Rare Diseases,866-209-7604,100 mg capsules (NDC 55292-201-11),Revised,9/14/2021,"
","
",Available,"
",Hematology,Resolved,"
","
",2/26/2021,"
","
","
","
","
","
","
"
Sucralfate Tablets,Amneal Pharmaceuticals LLC,866-525-7270,1 g - 100 tablets per bottle (NDC 69238-1656-1),New,1/9/2023,Limited availability; Estimated recovery in Q3 2023,"
","
",Other,Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sucralfate Tablets,Amneal Pharmaceuticals LLC,866-525-7270,1 g - 500 tablets per bottle (NDC 69238-1656-5),New,1/9/2023,Limited availability; Estimated recovery in Q3 2023,"
","
",Other,Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sucralfate Tablets,"Nostrum Laboratories, Inc.",816-841-4636,1g – 100 count (NDC 29033-003-01),New,1/4/2023,Available,"
","
","
",Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sucralfate Tablets,"Nostrum Laboratories, Inc.",816-841-4636,1g – 500 count (NDC 29033-003-05),New,1/4/2023,Available,"
","
","
",Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sucralfate Tablets,Teva Pharmaceuticals USA,800-545-8800,1g - 100 Count Bottle  (NDC 0093-2210-01),New,1/4/2023,Available,"
","
","
",Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sucralfate Tablets,Teva Pharmaceuticals USA,800-545-8800,1g - 500 Count Bottle (NDC 0093-2210-05),New,1/4/2023,Available,"
","
","
",Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sucralfate Tablets,Teva Pharmaceuticals USA,800-545-8800,1 g - 90 Count Bottle (NDC 0093-2210-98),New,1/4/2023,Available,"
","
","
",Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sucralfate Tablets,"Allergan, Inc.",800-678-1605,1g - 100 Count Bottle  (NDC 58914-171-10),New,1/4/2023,Currently not available; Estimated recovery in February 2023,"
","
",Delay in shipping,Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sucralfate Tablets,"Allergan, Inc.",800-678-1605,1g - 100 Count Bottle  (NDC 59762-040-11),New,1/4/2023,Limited availability; Estimated recovery in June 2023,"
","
",Delay in shipping,Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sucralfate Tablets,"Allergan, Inc.",800-678-1605,1g - 500 Count Bottle (NDC 59762-040-15),New,1/4/2023,Limited availability; Estimated recovery in June 2023,"
","
",Delay in shipping,Gastroenterology,Current,"
","
",1/4/2023,"
","
","
","
","
","
","
"
Sufentanil Citrate Injection,"Hospira, Inc.",844-646-4398,50 mcg/mL Single Dose Glass Fliptop Vial (NDC 0409-3382-21),Reverified,1/20/2023,Next Delivery and Estimated Recovery: March 2023,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Analgesia/Addiction;Pediatric,Current,"
","
",5/3/2022,"
","
","
","
","
","
","
"
Sufentanil Citrate Injection,Akorn Pharmaceuticals,800-932-5676,"50 mcg/mL (NDC 17478-050-01), 1mL vial, 10 pack",Revised,5/4/2022,On backorder,"
","
",Availability of API,Analgesia/Addiction;Pediatric,Current,"
","
",5/3/2022,"
","
","
","
","
","
","
"
