Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"25 mg, 500 count (NDC 16714-611-05)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"25 mg, 1000 count (NDC 16714-611-06)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"50 mg, 30 count (NDC 16714-612-01)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"50 mg, 100 count (NDC 16714-612-04)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"50 mg, 500 count (NDC 16714-612-05)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"50 mg, 1000 count (NDC 16714-612-06)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"100 mg, 30 count (NDC 16714-613-01)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"100 mg, 100 count (NDC 16714-613-04)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"100 mg, 500 count (NDC 16714-613-05)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Aurobindo Pharma,866-850-2876,"100 mg, 1000 count (NDC 16714-613-06)",Reverified,12/3/2020,Available,Northstar Rx label. Product distributed by: McKesson (972-446-4800),"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,Zoloft 25 mg; Bottle of 30 tablets (NDC 0049-4960-30),Reverified,1/12/2021,Available,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,Zoloft 50 mg; Bottle of 30 tablets (NDC 0049-4900-30),Reverified,1/12/2021,Available,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,Zoloft 50 mg; Blister of 10 tablets (NDC 0049-4900-41),Reverified,1/12/2021,Available,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,Zoloft 100 mg; Bottle of 30 tablets (NDC 0049-4910-30),Reverified,1/12/2021,Available,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,Zoloft 100 mg; Blister of 10 tablets (NDC 0049-4910-41),Reverified,1/12/2021,Available,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,25 mg; Bottle of 30 tablets (NDC 59762-6347-1),Reverified,1/12/2021,Available,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,50 mg; Bottle of 30 tablets (NDC 59762-6443-1),Reverified,1/12/2021,Available,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,50 mg; Bottle of 100 tablets (NDC 59762-6443-2),Reverified,1/12/2021,Next Delivery and Estimated Recovery: March 2022,"
","
",Demand increase for the drug,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,50 mg; Bottle of 500 tablets (NDC 59762-6443-3),Reverified,1/12/2021,Next Delivery and Estimated Recovery: March 2022,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,100 mg; Bottle of 30 tablets (NDC 59762-5160-1),Reverified,1/12/2021,Available,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,100 mg; Bottle of 100 tablets (NDC 59762-5160-2),Reverified,1/12/2021,Available,"
","
",Demand Increase for the drug,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Pfizer Pharmaceuticals,800-533-4535,100 mg; Bottle of 500 tablets (NDC 59762-5160-3),Reverified,1/12/2021,Next Delivery and Estimated Recovery: March 2022,"
","
",Other,Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"25 mg, 30 count (NDC 68180-351-06)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"25 mg, 90 count  (NDC 68180-351-09)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"25 mg, 1000 count (NDC 68180-351-03)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"50 mg, 30 count (NDC 68180-352-06)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"50 mg, 90 count (NDC 68180-352-09)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"50 mg, 500 count (NDC 68180-352-02)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"50 mg, 5000 count (NDC 68180-352-05)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"100 mg, 30 count (NDC 68180-353-06)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"100 mg, 90 count (NDC 68180-353-09)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"100 mg, 500 count (NDC 68180-353-02)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,Lupin,866-587-4617,"100 mg, 5000 count (NDC 68180-353-05)",Revised,12/3/2020,Available,"
","
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"25 mg, 30 count (NDC 69097-833-02)",Reverified,12/4/2020,Available,Distributed by Cipla USA Inc.,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"25 mg, 90 count (NDC 69097-833-05)",Reverified,12/4/2020,Available,Distributed by Cipla USA Inc.,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"25 mg, 500 count (NDC 69097-833-12)",Reverified,12/4/2020,Available,Distributed by Cipla USA Inc.,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"50 mg, 30 count (NDC 69097-834-02)",Reverified,12/4/2020,Available,Distributed by Cipla USA Inc.,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"50 mg, 500 count (NDC 69097-834-12)",Reverified,12/4/2020,Available,Distributed by Cipla USA Inc.,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"100 mg, 30 count (NDC 69097-835-02)",Reverified,12/4/2020,Available,Distributed by Cipla USA Inc.,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"100 mg, 500 count (NDC 69097-835-12)",Reverified,12/4/2020,Available,Distributed by Cipla USA Inc.,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"25 mg, 30 count (NDC 76282-212-30)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"25 mg, 60 count (NDC 76282-212-60)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"25 mg, 90 count (NDC 76282-212-90)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"25 mg, 100 count (NDC 76282-212-01)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"25 mg, 180 count (NDC 76282-212-18)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"25 mg, 500 count (NDC 76282-212-05)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"50 mg, 30 count (NDC 76282-213-30)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"50 mg, 60 count (NDC 76282-213-60)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"50 mg, 90 count (NDC 76282-213-90)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"50 mg, 100 count (NDC 76282-213-01)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"50 mg, 180 count (NDC 76282-213-18)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"50 mg, 500 count (NDC 76282-213-05)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"100 mg, 30 count (NDC 76282-214-30)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"100 mg, 60 count (NDC 76282-214-60)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"100 mg, 90 count (NDC 76282-214-90)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"100 mg, 100 count (NDC 76282-214-01)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"100 mg, 180 count (NDC 76282-214-18)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sertraline Hydrochloride Tablets,InvaGen Pharmaceuticals (a subsidiary of Cipla Ltd),866-604-3268,"100 mg, 500 count (NDC 76282-214-05)",Reverified,12/4/2020,Available,Distributed by Exellan,"
","
",Pediatric;Psychiatry,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Sildenafil Citrate (REVATIO),Novitium Pharma LLC,845-652-0377,"10 mg/mL, (NDC 70954-168-10)",Revised,10/24/2019,"
","
","
","
",Cardiovascular;Pediatric;Pulmonary/Allergy,Resolved,10/24/2019,"
",5/21/2019,"
","
","
","
","
","
","
"
Sildenafil Citrate (REVATIO),Pfizer Pharmaceuticals,800-533-4535,10 mg/12.5 mL; vial (NDC 0069-0338-01),Revised,10/24/2019,"
", ,"
","
",Cardiovascular;Pediatric;Pulmonary/Allergy,Resolved,10/24/2019,"
",5/21/2019,"
","
","
","
","
","
","
"
Sildenafil Citrate (REVATIO),Pfizer Pharmaceuticals,800-533-4535,20 mg; tablets (NDC 0069-4190-68),Revised,10/24/2019,"
", ,"
","
",Cardiovascular;Pediatric;Pulmonary/Allergy,Resolved,10/24/2019,"
",5/21/2019,"
","
","
","
","
","
","
"
Sildenafil Citrate (REVATIO),Pfizer Pharmaceuticals,800-533-4535,10 mg/mL (powder); bottle (NDC 0069-0336-21),Revised,10/24/2019,"
","
","
","
",Cardiovascular;Pediatric;Pulmonary/Allergy,Resolved,10/24/2019,"
",5/21/2019,"
","
","
","
","
","
","
"
Simeprevir Capsules,Janssen Pharmaceuticals,800-526-7736,150mg capsules (NDC 59676-225-28),New,5/23/2018,"
","
","
","
",Antiviral,To be Discontinued,5/23/2018,5/23/2018,5/23/2018,"
","
","
","
","
","
","
"
Simvastatin (Zocor) Tablets,Merck Sharp & Dohme Corp.,800-637-2579,5 mg Tablets bottles of 30 (NDC 0006-0726-31),New,2/6/2018,"
","
","
","
",Cardiovascular,To be Discontinued,2/6/2018,2/6/2018,2/6/2018,"
","
","
","
","
","
","
"
Simvastatin (Zocor) Tablets,Teva Pharmaceuticals,800-545-8800,5 mg (NDC 0093-7152-98),New,2/6/2018,"
",Product discontinuation will occur the second quarter of 2018.  This was a business-related decision to discontinue manufacturing these products.,"
","
",Cardiovascular,To be Discontinued,2/6/2018,2/6/2018,2/6/2018,"
","
","
","
","
","
","
"
Simvastatin (Zocor) Tablets,Teva Pharmaceuticals,800-545-8800,10 mg (NDCs 0093-7153-93 / 0093-7153-56 / 0093-7153-19 / 0093-7153-31 / 0093-7153-10),New,2/6/2018,"
",Product discontinuation will occur the second quarter of 2018.  This was a business-related decision to discontinue manufacturing these products.,"
","
",Cardiovascular,To be Discontinued,2/6/2018,2/6/2018,2/6/2018,"
","
","
","
","
","
","
"
Simvastatin (Zocor) Tablets,Teva Pharmaceuticals,800-545-8800,20 mg (NDCs 0093-7154-93 / 0093-7154-56 / 0093-7154-31 / 0093-7154-19 / 0093-7154-10),New,2/6/2018,"
",Product discontinuation will occur the second quarter of 2018.  This was a business-related decision to discontinue manufacturing these products.,"
","
",Cardiovascular,To be Discontinued,2/6/2018,2/6/2018,2/6/2018,"
","
","
","
","
","
","
"
Simvastatin (Zocor) Tablets,Teva Pharmaceuticals,800-545-8800,40 mg (NDCs 0093-7155-93 / 0093-7155-56 / 0093-7155-31 / 0093-7155-19 / 0093-7155-10),New,2/6/2018,"
",Product discontinuation will occur the second quarter of 2018.  This was a business-related decision to discontinue manufacturing these products.,"
","
",Cardiovascular,To be Discontinued,2/6/2018,2/6/2018,2/6/2018,"
","
","
","
","
","
","
"
Simvastatin (Zocor) Tablets,Teva Pharmaceuticals,800-545-8800,80 mg (NDCs 0093-7156-98 / 0093-7156-93 / 0093-7156-56 / 0093-7156-19 / 0093-7156-10),New,2/6/2018,"
",Product discontinuation will occur the second quarter of 2018.  This was a business-related decision to discontinue manufacturing these products.,"
","
",Cardiovascular,To be Discontinued,2/6/2018,2/6/2018,2/6/2018,"
","
","
","
","
","
","
"
Sincalide (Kinevac) Lyophilized Powder for Injection,Bracco Diagnostics,877-272-2269,Supplied in packages of 10 single dose vials containing 5 mcg of sincalide per vial (NDC 0270-0556-15),Revised,9/18/2019,Available,"
","
",Delay in shipping of the drug,Medical Imaging;Other,Current,12/17/2015,"
",3/1/2017,"
","
","
","
","
","
","
"
"Sodium Acetate Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,32.8% 400 mEq 100mL PBP (NDC 63323-0032-00),Reverified,12/30/2020,Available,Check wholesalers for inventory,"
",Demand increase for the drug,Total Parenteral Nutrition,Current,"
","
",3/23/2016,"
","
","
","
","
","
","
"
"Sodium Acetate Injection, USP","Hospira, Inc.",844-646-4398,100 mEq/50 mL (2 mEq/mL); Pharmacy Bulk Package Glass Fliptop Vial (NDC 00409-3299-05),Reverified,1/12/2021,Available,"
","
",Other,Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
"Sodium Acetate Injection, USP","Hospira, Inc.",844-646-4398,200 mEq/100 mL (2 mEq/mL); Pharmacy Bulk Package Glass Fliptop Vial (NDC 00409-3299-06),Reverified,1/12/2021,Available,"
","
",Other,Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
"Sodium Acetate Injection, USP","Hospira, Inc.",844-646-4398,40 mEq/20 mL (2 mEq/mL); Single Dose Plastic Fliptop Vial (NDC 00409-7299-73),Reverified,1/12/2021,Available,"
","
",Other,Total Parenteral Nutrition,Current,"
","
",2/3/2016,"
","
","
","
","
","
","
"
"Sodium Bicarbonate Injection, USP","Hospira, Inc.",844-646-4398,Neut (Sodium Bicarbonate Additive Solution); 200 mg/5 mL (4%); Single Dose Glass Fliptop Vial (NDC 0409-6609-02),Reverified,1/12/2021,Discontinued,"
","
",Discontinuation of the manufacture of the drug,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,11/16/2016,"
",3/1/2017,"
","
","
","
","
","
","
"
"Sodium Bicarbonate Injection, USP","Hospira, Inc.",844-646-4398,Infant; 5 mEq/10 mL (4.2%; 0.5 mEq/mL); LifeShield Abboject Glass Syringe (NDC 0409-5534-34),Reverified,1/12/2021,Next Delivery and Estimated Recovery: January 2022,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,11/16/2016,"
",3/1/2017,"
","
","
","
",https://www.fda.gov/media/135550/download,"
","
"
"Sodium Bicarbonate Injection, USP","Hospira, Inc.",844-646-4398,44.6 mEq/50 mL (7.5%; 0.9 mEq/mL); LifeShield Abboject Glass Syringe (NDC 0409-4916-34),Reverified,1/12/2021,Available,"
","
",Other,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,11/16/2016,"
",3/1/2017,"
","
","
","
",https://www.fda.gov/media/135550/download,"
","
"
"Sodium Bicarbonate Injection, USP","Hospira, Inc.",844-646-4398,50 mEq/50 mL (8.4%; 1 mEq/mL); Single Dose Glass Fliptop Vial (NDC 0409-6625-02),Reverified,1/12/2021,Available,"
","
",Other,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,11/16/2016,"
",3/1/2017,"
","
","
","
","
","
","
"
"Sodium Bicarbonate Injection, USP","Hospira, Inc.",844-646-4398,50 mEq/50 mL (8.4%; 1 mEq/mL); LifeShield Abboject Glass Syringe (NDC 0409-6637-34),Reverified,1/12/2021,"
","
","
",Demand increase for the drug,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,11/16/2016,"
",3/1/2017,"
","
","
","
",https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,"
","
"
"Sodium Bicarbonate Injection, USP","Hospira, Inc.",844-646-4398,Pediatric; 10 mEq/10 mL (8.4%; 1 mEq/mL); LifeShield Abboject Glass Syringe (NDC 0409-4900-34),Reverified,1/12/2021,Discontinued,"
","
",Discontinuation of the manufacture of the drug,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,11/16/2016,"
",3/1/2017,"
","
","
","
","
","
","
"
"Sodium Bicarbonate Injection, USP","Amphastar Pharmaceuticals, Inc./IMS",800-423-4136,"Sodium Bicarbonate Inj. USP, 8.4%, 50mL Luer-Jet Prefilled Syringe, (NDC 0548-3352-00), (new NDC 76329-3352-1)",Revised,1/6/2021,On short-term backorder. Batches will be released week of 1/11/2021,"
","
",Demand increase for the drug,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,11/16/2016,"
",3/1/2017,"
","
","
","
","
","
","
"
"Sodium Bicarbonate Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,"4.2% Single dose vial, 2.5 mEq per 5 mL (0.5 mEq per mL) (42 mg per mL)(NDC 63323-083-05)",Revised,12/30/2020,Available,Check wholesalers for inventory,"
",Demand increase for the drug,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,"
","
",7/24/2017,"
","
","
","
","
","
","
"
"Sodium Bicarbonate Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,"8.4% Single dose vial, 50 mEq per 50 mL (1 mEq per mL)  (84 mg per mL)(NDC 63323-089-50)",Revised,12/30/2020,Backordered. Next release January 2021.,Check wholesalers for inventory,"
",Demand increase for the drug,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,"
","
",7/24/2017,"
","
","
","
","
","
","
"
"Sodium Bicarbonate Injection, USP","Exela Pharma Sciences, LLC",828-758-5474 ext. 154,"Sodium Bicarbonate Inj. USP, 8.4%, 50mL (NDC 51754-5001-1)",Revised,12/13/2019,Available direct or through Premier's ProvideGx program at this time and through CIVICA Rx program in Q1 2020.,"
","
",Demand increase for the drug,Endocrinology/Metabolism;Gastroenterology;Pediatric,Current,"
","
",7/24/2017,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,"ICU Medical, Inc.",877-946-7747,100 mL flexible container (Legacy Hospira NDC 0409-7984-23),Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
,,,(ICU Medical NDC 0990-7984-23),,,,,,,,,,,,,,,,,,
Sodium Chloride 0.9% Injection Bags,"Laboratorios Grifols, S.A.",800-848-0462,"0.9% Sodium Chloride Injection, USP 50 mL Fleboflex Plastic Container (115 units/carton)(NDC 76297-001-11)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,"Laboratorios Grifols, S.A.",800-848-0462,"0.9% Sodium Chloride Injection, USP 100 mL Fleboflex Plastic Container (70 units/carton)(NDC 76297-001-21)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,"Laboratorios Grifols, S.A.",800-848-0462,"0.9% Sodium Chloride Injection, USP 250 mL Fleboflex Plastic Container (28 units/carton)(NDC 76297-001-31)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
