Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Furosemide Injection,"Hospira, Inc.",844-646-4398,40 mg/4 mL (10 mg/mL); Ansyr Plastic syringe (NDC 0409-9631-04),Reverified,7/27/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",4/7/2020,"
","
","
","
","
","
","
"
Furosemide Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,80mg (NDC 0378-0232-05),New,4/7/2021,"
","
","
","
",Cardiovascular,To be Discontinued,4/7/2021,4/7/2021,4/7/2021,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"200 mg, single dose vial (NDC 67457-464-20)",New,6/26/2020,"
",Expected discontinuation December 2020,"
","
",Oncology,To be Discontinued,6/26/2020,6/26/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Mylan Institutional,800-796-9526,"1 g, single dose vial (NDC 67457-462-01)",New,12/16/2019,"
",Expected Discontinuation March/April 2020,"
","
",Oncology,To be Discontinued,12/16/2019,12/16/2019,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Teva Pharmaceuticals,800-545-8800,"1 g, single dose vial (NDC 45963-619-59)",New,1/16/2020,"
",Actively selling; Remaining inventory estimated to last through April 2020,"
","
",Oncology,To be Discontinued,1/16/2020,1/16/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Teva Pharmaceuticals,800-545-8800,"200 mg/5.26 mL (38 mg/mL), single dose vial (NDC 45963-623-57)",New,1/16/2020,"
",Actively selling; Remaining inventory estimated to last through March 2020,"
","
",Oncology,To be Discontinued,1/16/2020,1/16/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Teva Pharmaceuticals,800-545-8800,"1 g/26.3 mL (38 mg/mL), single dose vial (NDC 45963-624-58)",New,1/16/2020,"
",Actively selling; Remaining inventory estimated to last through July 2020,"
","
",Oncology,To be Discontinued,1/16/2020,1/16/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Teva Pharmaceuticals,800-545-8800,"2 g/52.6 mL (38 mg/mL), single dose vial (NDC 45963-636-60)",New,1/16/2020,"
",Actively selling; Remaining inventory estimated to last through March 2020,"
","
","
",To be Discontinued,1/16/2020,1/16/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Apotex Corp.,800-706-5575,"200 mg/5.26 mL (38 mg/mL), single dose vial (NDC 60505-6113-6)",New,1/8/2020,"
",Apotex made a business decision to discontinue this product.,"
","
",Oncology,To be Discontinued,1/8/2020,1/8/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Apotex Corp.,800-706-5575,"1 g/26.3 mL (38 mg/mL), single dose vial (NDC 60505-6114-0)",New,1/8/2020,"
",Apotex made a business decision to discontinue this product.,"
","
",Oncology,To be Discontinued,1/8/2020,1/8/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Apotex Corp.,800-706-5575,"2 g/52.6 mL (38 mg/mL), single dose vial (NDC 60505-6115-2)",New,1/8/2020,"
",Apotex made a business decision to discontinue this product.,"
","
",Oncology,To be Discontinued,1/8/2020,1/8/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Teva Pharmaceuticals,800-545-8800,"200 mg, single dose vial (NDC 45963-612-57)",New,1/7/2020,"
","
","
","
",Oncology,To be Discontinued,1/7/2020,1/7/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemcitabine Hydrochloride Injection,Teva Pharmaceuticals,800-545-8800,"2 g, single dose vial (NDC 45963-620-60)",New,1/7/2020,"
","
","
","
",Oncology,To be Discontinued,1/7/2020,1/7/2020,12/16/2019,"
","
","
","
","
","
","
"
Gemifloxacin Mesylate (Factive) Tablets,"LG Chem, Ltd.",866-686-6174,"320mg, 7 Tablets in 1 Blister Pack (NDC 44004-321-07)",Reverified,7/21/2021,Estimated recovery to be determined.,License to manufacture and distribute FACTIVE is under legal dispute.,"
",Other,Anti-Infective,Current,"
","
",5/27/2015,"
","
","
","
","
","
","
"
Gemifloxacin Mesylate (Factive) Tablets,"LG Chem, Ltd.",866-686-6174,"320mg, 5 Tablets in 1 Blister Pack (NDC 44004-321-05)",Reverified,7/21/2021,Estimated recovery to be determined.,License to manufacture and distribute FACTIVE is under legal dispute.,"
",Other,Anti-Infective,Current,"
","
",5/27/2015,"
","
","
","
","
","
","
"
Gentamicin Sulfate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"80 mg per 2 mL (40 mg per mL), MDV, (NDC 63323-010-02)",New,7/23/2021,Backordered. Next release September 2021.,Check wholesaler inventory,"
",Manufacturing delay,Anti-Infective,Current,"
","
",7/23/2021,"
","
","
","
","
","
","
"
Gentamicin Sulfate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"800 mg per 20 mL (40 mg per mL), MDV, (NDC 63323-010-20)",New,7/23/2021,Available,Check wholesaler inventory,"
","
",Anti-Infective,Current,"
","
",7/23/2021,"
","
","
","
","
","
","
"
Gentamicin Sulfate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"20 mg per 2 mL (10 mg per mL), Pediatric SDV, (NDC 63323-173-02)",New,7/23/2021,Backordered. Next release September 2021.,Check wholesaler inventory,"
",Manufacturing delay,Anti-Infective,Current,"
","
",7/23/2021,"
","
","
","
","
","
","
"
Gentamicin Sulfate Injection,"Hospira, Inc.",844-646-4398,80 mg/2 mL (40 mg/mL); 2 mL Single Dose Glass Fliptop Vial (NDC 00409-1207-03),New,7/23/2021,Limited Supply Available. Next Delivery: October 2021 Estimated Recovery:  October 2021,Shortage per Manufacturer: Manufacturing delay,"
",Other,Anti-Infective,Current,"
","
",7/23/2021,"
","
","
","
","
","
","
"
Gentamicin Sulfate Injection,"Hospira, Inc.",844-646-4398,80 mg/2 mL (40 mg/mL) Single Dose Glass Fliptop Vial NovaPlus (NDC 00409-1207-25),New,7/23/2021,Available,"
","
",Other,Anti-Infective,Current,"
","
",7/23/2021,"
","
","
","
","
","
","
"
Glipizide Tablets,Teva Pharmaceuticals,800-545-8800,"5mg tablets (NDC 0591-0460-10), (NDC 0591-0460-05), (NDC 0591-0460-01)",New,5/28/2020,"
","Teva had evaluated the market and made decision to discontinue the product. No inventory remains for Glipizide 5 mg tablets 100 count NDC: 0591-0460-01. For the remaining presentations, allocations are being made based on customer Rx trends.","
","
",Endocrinology/Metabolism,To be Discontinued,5/28/2020,5/28/2020,5/28/2020,"
","
","
","
","
","
","
"
Glipizide Tablets,Teva Pharmaceuticals,800-545-8800,"10mg tablets, (NDC 0591-0461-10), (NDC 0591-0461-01), (NDC 0591-0461-05)",New,5/28/2020,"
","Teva had evaluated the market and made decision to discontinue the product. No inventory remains for Glipizide 5 mg tablets 100 count NDC: 0591-0460-01. For the remaining presentations, allocations are being made based on customer Rx trends.","
","
",Endocrinology/Metabolism,To be Discontinued,5/28/2020,5/28/2020,5/28/2020,"
","
","
","
","
","
","
"
Glycopyrrolate (Seebri Neohaler) Inhalation Powder,Sunovion Pharmaceuticals Inc.,888-669-6682,"15.6mcg  (NDCs 63402-815-06, 63402-815-12, and 63402-815-60)",New,3/10/2020,"
","
","
","
",Pulmonary/Allergy,To be Discontinued,3/10/2020,3/10/2020,3/10/2020,"
","
","
","
","
","
","
"
Guanfacine Hydrochloride Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,1 mg (NDC 0378-1160-01),Reverified,7/20/2021,Unavailable,"
","
",Other,Cardiovascular,Current,"
","
",10/24/2017,"
","
","
","
","
","
","
"
Guanfacine Hydrochloride Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,2 mg (NDC 0378-1190-01),Reverified,7/20/2021,Unavailable,"
","
",Other,Cardiovascular,Current,"
","
",10/24/2017,"
","
","
","
","
","
","
"
Guanfacine Hydrochloride Tablets,Teva Pharmaceuticals,800-545-8800,1mg tablets 100 count bottle (NDC 0591-0444-01),Reverified,7/20/2021,Backorder.  August 2021 recovery,"
","
",Other,Cardiovascular,Current,"
","
",10/24/2017,"
","
","
","
","
","
","
"
Guanfacine Hydrochloride Tablets,Teva Pharmaceuticals,800-545-8800,2 mg tablets 100 count bottle (NDC 0591-0453-01),Reverified,7/20/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",10/24/2017,"
","
","
","
","
","
","
"
Guanfacine Hydrochloride Tablets,Amneal Pharmaceutical,877-835-5472,1 mg bottles of 30 (NDC 65162-711-03); 1 mg bottles of 100 (NDC 65162-711-10),Reverified,8/17/2020,Available,"
","
",Other,Cardiovascular,Current,"
","
",10/24/2017,"
","
","
","
","
","
","
"
Guanfacine Hydrochloride Tablets,Amneal Pharmaceutical,877-835-5472,2 mg bottles of 30 (NDC 65162-713-03); 2 mg bottles of 100 (NDC 65162-713-10); 2 mg bottles of 500 (NDC 65162-713-50),Reverified,8/17/2020,Available,"
","
",Other,Cardiovascular,Current,"
","
",10/24/2017,"
","
","
","
","
","
","
"
Guanfacine Hydrochloride Tablets,"Epic Pharma, LLC",203-564-0568,"Guanfacine Tablets 1 mg, 100 Count (NDC 42806-048-01)",Reverified,2/23/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",10/24/2017,"
","
","
","
","
","
","
"
Guanfacine Hydrochloride Tablets,"Epic Pharma, LLC",203-564-0568,"Guanfacine Tablets 2 mg, 100 Count (NDC 42806-296-01)",Reverified,2/23/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",10/24/2017,"
","
","
","
","
","
","
"
Guanidine Hydrochloride Tablets,Merck Sharp & Dohme Corp.,800-672-6372,125 mg tablets (NDC 0085-0492-01),New,9/28/2020,"
",To be discontinued on or near October 2020.,"
","
",Neurology,To be Discontinued,9/28/2020,9/28/2020,9/28/2020,"
","
","
","
","
","
","
"
Haloperidol Lactate (Haldol) Injection,"Janssen Biotech, Inc.",800-526-7736,"5 mg/mL, 10 ampule in 1 box, > 1 mL in 1 ampule, (NDC 50458-255-01)",New,11/13/2020,"
",Product discontinuation as per business decision,"
","
",Psychiatry,To be Discontinued,11/13/2020,11/13/2020,11/13/2020,"
","
","
","
","
","
","
"
Haloperidol Lactate Injection,Patriot Pharmaceuticals,215-325-7676,"5 mg/mL, 10 ampule in 1 box,> 1 mL in 1 ampule, (NDC 10147-0911-1)",New,11/13/2020,"
",Product discontinuation as per business decision,"
","
",Psychiatry,To be Discontinued,11/13/2020,11/13/2020,11/13/2020,"
","
","
","
","
","
","
"
Haloperidol Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,0.5 mg (NDC 0378-0351-01) and (NDC 0378-0351-10),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,1 mg (NDC 0378-0257-01) and (NDC 0378-0257-10),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,2 mg (NDC 0378-0214-01) and (NDC 0378-0214-10),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,5 mg (NDC 0378-0327-01) and (NDC 0378-0327-10),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,10 mg (NDC 0378-0334-01),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,20 mg (NDC 0378-0355-01),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Zydus Pharmaceuticals USA Inc.,609-730-1900,HALOPERIDOL TAB 5MG 100 CT (NDC 68382-079-01),Revised,11/20/2019,"
","
",Available,"
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Zydus Pharmaceuticals USA Inc.,609-730-1900,HALOPERIDOL TAB 5MG 1000 CT (NDC 68382-079-10),Revised,11/20/2019,"
","
",Available,"
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Zydus Pharmaceuticals USA Inc.,609-730-1900,HALOPERIDOL TAB 10MG 100 CT (NDC 68382-080-01),Revised,11/20/2019,"
","
",Available,"
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Zydus Pharmaceuticals USA Inc.,609-730-1900,HALOPERIDOL TAB 20MG 100 CT (NDC 68382-081-01),Revised,11/20/2019,"
","
",Available,"
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,0.5 mg 100 count bottle (NDC 0781-13-9101),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,0.5 mg 100 count bottle (NDC 0781-83-9101),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,0.5 mg 100 count unit dose (NDC 0781-13-9113),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,1 mg 100 count bottle (NDC 0781-13-9201),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,1 mg 100 count bottle (NDC 0781-83-9201),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,1 mg 100 count unit dose (NDC 0781-13-9213),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,2 mg 100 count bottle (NDC 0781-13-9801),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,2 mg 100 count unit dose (NDC 0781-13-9213),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,5 mg 1000 count bottle (NDC 0781-13-9610),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,5 mg 1000 count bottle (NDC 0781-83-9610),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,5 mg 100 count bottle (NDC 0781-13-9601),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,5 mg 100 count bottle (NDC 0781-83-9601),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,5 mg 100 count unit dose (NDC 0781-13-9613),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,10 mg 100 count bottle (NDC 0781-13-9701),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,10 mg 100 count bottle (NDC 0781-83-9701),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,10 mg 100 count unit dose (NDC 0781-13-9713),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Haloperidol Tablets,Sandoz,800-525-8747,20 mg 100 count bottle (NDC 0781-83-9301),Revised,11/20/2019,"
","
","
","
",Psychiatry,Resolved,11/20/2019,"
",10/19/2018,"
","
","
","
","
","
","
"
Heparin Sodium and Sodium Chloride 0.9% Injection,Baxter Healthcare,888-229-0001,"Heparin Sodium and 0.9% Sodium Chloride Injection, 1,000 units / 500 mL (2 units / mL) in VIAFLEX Plastic Container.  Product code AHB0953U (NDC 0338-0424-18)",Revised,6/29/2021,Available,Product code AHB0953U replaces code 2B0953,"
","
",Hematology,Current,"
","
",11/14/2017,"
","
","
","
","
","
","
"
Heparin Sodium and Sodium Chloride 0.9% Injection,Sagent Pharmaceuticals,866-625-1618,1000 units/mL 10mL pack 25 (NDC 25021-400-10),Reverified,7/29/2021,Available.,"
","
","
",Hematology,Current,"
","
",11/14/2017,"
","
","
","
","
","
","
"
Heparin Sodium and Sodium Chloride 0.9% Injection,Baxter Healthcare,888-229-0001,"Heparin Sodium and 0.9% Sodium Chloride Injection in VIAFLEX Plus Plastic Container: 2,000 USP units in 1000 mL.  Product code 2B0944  (NDC 0338-0433-04)",Reverified,7/27/2021,"Limited Supply, Recovery late August 2021","
","
","
",Hematology,Current,"
","
",11/14/2017,"
","
","
","
","
","
","
"
Heparin Sodium and Sodium Chloride 0.9% Injection,Baxter Healthcare,888-229-0001,"Heparin Sodium and 0.9% Sodium Chloride Injection in VIAFLEX Plus Plastic Container: 1,000 USP units in 500 mL.  Product code 2B0953 (NDC 0338-0431-03)",Reverified,7/27/2021,Unavailable,Product code 2B0953 was replaced with code AHB0953U,"
",Other,Hematology,Current,"
","
",11/14/2017,"
","
","
","
","
","
","
"
Heparin Sodium and Sodium Chloride 0.9% Injection,"Hospira, Inc.",844-646-4398,"1,000 Units/500 mL (2 Units/mL); Flexible Container (NDC 00409-7620-03)",Revised,7/27/2021,Available,"
","
",Other,Hematology,Current,"
","
",11/14/2017,"
","
","
","
","
","
","
"
Heparin Sodium and Sodium Chloride 0.9% Injection,"Hospira, Inc.",844-646-4398,"2,000 Units/1000 mL (2 Units/mL); Flexible Container (NDC 00409-7620-59)",Revised,7/27/2021,Next Delivery: August 2021; Estimated Recovery: December 2021,"
","
",Demand increase for the drug,Hematology,Current,"
","
",11/14/2017,"
","
","
","
","
","
","
"
Heparin Sodium and Sodium Chloride 0.9% Injection,"Fresenius Kabi USA, LLC",888-386-1300,"1,000 Units/500 mL; (2 units/mL); Single dose, freeflex bag; (NDC 63323-519-77)",Reverified,7/22/2021,Available,Check wholesaler for inventory,"
",Other,Hematology,Current,"
","
",11/14/2017,"
","
","
","
","
","
","
"
Heparin Sodium and Sodium Chloride 0.9% Injection,"Fresenius Kabi USA, LLC",888-386-1300,"2,000 Units/1000 mL; (2 units/mL); Single dose, freeflex bag; (NDC 63323-519-10)",Reverified,7/22/2021,Available,Check wholesaler for inventory,"
",Other,Hematology,Current,"
","
",11/14/2017,"
","
","
","
","
","
","
"
Histreline Acetate Implant,"Endo Pharmaceuticals, Inc.",800-462-3636,Vantas 50 mg Implantation Kit (NDC 67979-500-01),New,2/11/2021,Unavailable. Estimated Shortage Duration TBD,"
","
",Requirements related to complying with good manufacturing practices,Oncology,Current,"
","
",2/11/2021,"
","
","
","
","
","
","
"
Hydralazine Hydrochloride Injection,American Regent/Luitpold,800-645-1706,20mg/ml SDV ( NDC 0517 - 0901-25 ),Revised,6/29/2021,"
","
",Available,"
",Cardiovascular,Resolved,6/29/2021,"
",3/17/2021,"
","
","
","
","
","
","
"
Hydralazine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"20 mg per mL, SDV (NDC 63323-614-01)",Revised,6/29/2021,"
","
",Available,"
",Cardiovascular,Resolved,6/29/2021,"
",9/8/2020,"
","
","
","
","
","
","
"
Hydralazine Hydrochloride Injection,Akorn Pharmaceuticals,800-932-5676,"20 mg/mL, 1mL single dose vial  (box of 10) (NDC 17478-934-01)",Revised,6/29/2021,"
","
","
","
",Cardiovascular,Resolved,6/29/2021,"
",9/8/2020,"
","
","
","
","
","
","
"
Hydralazine Hydrochloride Injection,Akorn Pharmaceuticals,800-932-5676,"20 mg/mL, 1mL single dose vial  (box of 25) (NDC 17478-934-15)",Revised,6/29/2021,"
","
","
","
",Cardiovascular,Resolved,6/29/2021,"
",9/8/2020,"
","
","
","
","
","
","
"
Hydralazine Hydrochloride Injection,"Mylan Institutional, a Viatris company",800-796-9526,20 mg / 1 ml] 25PK (NDC 67457-291-01),Revised,6/29/2021,"
","
","
","
",Cardiovascular,Resolved,6/29/2021,"
",9/8/2020,"
","
","
","
","
","
","
"
Hydralazine Hydrochloride Injection,"X-GEN Pharmaceuticals, Inc.",866-390-4411,20 mg/mL per vial (NDC 39822-0500-4),Revised,6/29/2021,"
","
","
","
",Cardiovascular,Resolved,6/29/2021,"
",9/8/2020,"
","
","
","
","
","
","
"
Hydrochlorothiazide and Lisinopril Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,20 mg/25 mg (NDC 0378-2025-01),New,5/22/2018,"
",The discontinuation of this product is a business decision,"
","
",Cardiovascular,To be Discontinued,5/22/2018,5/22/2018,5/22/2018,"
","
","
","
","
","
","
"
Hydrochlorothiazide and Lisinopril Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,12.5 mg/ 20 mg (NDC 0378-2012-01),New,5/22/2018,"
",The discontinuation of this product is a business decision,"
","
",Cardiovascular,To be Discontinued,5/22/2018,5/22/2018,5/22/2018,"
","
","
","
","
","
","
"
Hydrochlorothiazide and Lisinopril Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,10 mg/ 12.5 mg (NDC 0378-1012-01),New,5/22/2018,"
",The discontinuation of this product is a business decision,"
","
",Cardiovascular,To be Discontinued,5/22/2018,5/22/2018,5/22/2018,"
","
","
","
","
","
","
"
Hydrocodone Bitartrate and Homatropine Methylbromide Oral Solution,Perrigo Pharmaceuticals,269-673-8451,Hydrocodone Bitartrate (5 mg/5 mL) and Homatropine Methylbromide (1.5 mg/5 mL)(NDC 0574-1105-16),New,6/5/2018,"
",The discontinuation of this product is a business decision,"
","
",Pediatric;Pulmonary/Allergy,To be Discontinued,6/5/2018,6/5/2018,6/5/2018,"
","
","
","
","
","
","
"
Hydrocodone/Homatropine Tablets,Lupin,866-587-4617,5/1.5 mg (NDC 43386-0118-03),New,12/28/2020,"
",This discontinuation is a business decision. We have no plans to re-enter the market at this time.,"
","
",Pulmonary/Allergy,To be Discontinued,12/28/2020,12/28/2020,12/28/2020,"
","
","
","
","
","
","
"
Hydrocortisone Acetate Suppository,Torrent Pharma Inc.,908-280-3333,Boxes of 12 suppositories (NDC 59741-301-12),New,11/25/2019,"
","
","
","
",Other;Urology,To be Discontinued,11/25/2019,11/25/2019,11/25/2019,"
","
","
","
","
","
","
"
Hydrocortisone Acetate Suppository,Torrent Pharma Inc.,908-280-3333,Boxes of 24 suppositories (NDC 59741-301-24),New,11/25/2019,"
","
","
","
",Other;Urology,To be Discontinued,11/25/2019,11/25/2019,11/25/2019,"
","
","
","
","
","
","
"
Hydrocortisone Acetate Suppository,Torrent Pharma Inc.,908-280-3333,Boxes of 100 suppositories (NDC 59741-301-01),New,11/25/2019,"
","
","
","
",Other;Urology,To be Discontinued,11/25/2019,11/25/2019,11/25/2019,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,"Vensun Pharmaceuticals, Inc.",855-273-0146,"5 mg, 50 count bottles (NDC 64380-970-25)",Reverified,6/30/2021,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,"Vensun Pharmaceuticals, Inc.",855-273-0146,"10 mg, 100 count bottles (NDC 64380-971-06)",Reverified,6/30/2021,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,"Vensun Pharmaceuticals, Inc.",855-273-0146,"20 mg, 100 count bottles (NDC 64380-972-06)",Reverified,6/30/2021,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,Amneal Pharmaceutical,866-525-7270,100mg/100 count (NDC 00115-1697-01),Reverified,5/24/2021,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,Amneal Pharmaceutical,866-525-7270,20mg/100 count (NDC 00115-1700-01),Reverified,5/24/2021,Available,"
","
","
",Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,Pfizer Pharmaceuticals,800-533-4535,5 mg tablet; bottle of 50 (NDC 59762-0073-1),Reverified,7/27/2021,Next Delivery: July 2021; Estimated Recovery: December 2021,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,Pfizer Pharmaceuticals,800-533-4535,10 mg tablet; bottle of 100 (NDC 59762-0074-1),Reverified,7/27/2021,Next Delivery: July 2021; Estimated Recovery: December 2021,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,Pfizer Pharmaceuticals,800-533-4535,20 mg tablet; bottle of 100 (NDC 59762-0075-1),Reverified,7/27/2021,Next Delivery and Estimated Recovery: July 2021,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,Pfizer Pharmaceuticals,800-533-4535,Cortef 20 mg tablet; bottle of 100 (NDC 0009-0044-01),Reverified,7/27/2021,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,Pfizer Pharmaceuticals,800-533-4535,Cortef 5 mg tablet; bottle of 50 (NDC 0009-0012-01),Reverified,7/27/2021,Available,"
","
",Other,Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
Hydrocortisone Tablets,Pfizer Pharmaceuticals,800-533-4535,Cortef 10 mg tablet; bottle of 100 (NDC 0009-0031-01),Reverified,7/27/2021,Available,"
","
",Demand increase for the drug,Endocrinology/Metabolism,Current,"
","
",4/2/2020,"
","
","
","
","
","
","
"
