id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
14579,Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 42858-163-01)",Reverified,8/5/25,Available,,,,Psychiatry,Current,,
14580,Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 42858-164-01)",Reverified,8/5/25,Available,,,,Psychiatry,Current,,
14581,Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,"Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 42858-166-01)",Reverified,8/5/25,Available,,,,Psychiatry,Current,,
14582,Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 42858-165-01)",Reverified,8/5/25,Available,,,,Psychiatry,Current,,
14583,Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 42858-167-01)",Reverified,8/5/25,Available,,,,Psychiatry,Current,,
14584,Lisdexamfetamine Dimesylate Capsule,Alvogen,"Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 47781-562-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14585,Lisdexamfetamine Dimesylate Capsule,Alvogen,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 47781-563-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14586,Lisdexamfetamine Dimesylate Capsule,Alvogen,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 47781-564-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14587,Lisdexamfetamine Dimesylate Capsule,Alvogen,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 47781-565-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14588,Lisdexamfetamine Dimesylate Capsule,Alvogen,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 47781-566-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14589,Lisdexamfetamine Dimesylate Capsule,Alvogen,"Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 47781-567-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14590,Lisdexamfetamine Dimesylate Capsule,Alvogen,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 47781-568-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14591,Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,"Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 60505-4739-1)",Reverified,7/24/25,Available,Product currently available,,,Psychiatry,Current,,
14592,Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 60505-4740-1)",Reverified,7/24/25,Available,Product currently available,,,Psychiatry,Current,,
14593,Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 60505-4741-1)",Reverified,7/24/25,Available,Product currently available,,,Psychiatry,Current,,
14594,Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 60505-4742-1)",Reverified,7/24/25,Available,Product currently available,,,Psychiatry,Current,,
14595,Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 60505-4743-1)",Reverified,7/24/25,Available,Product currently available,,,Psychiatry,Current,,
14596,Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,"Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 60505-4744-1)",Reverified,7/24/25,Limited Availability,"Limited quantity available, next resupply in late July 2025",,Other,Psychiatry,Current,,
14597,Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 60505-4745-1)",Reverified,7/24/25,Limited Availability,"Limited quantity available, next resupply in late July 2025",,Other,Psychiatry,Current,,
14598,Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company","Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 0378-6854-77)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14599,Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0378-6855-77)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14600,Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company","Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 0378-6856-77)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14601,Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0378-6857-77)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14602,Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company","Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 0378-6858-77)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14603,Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0378-6859-77)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14604,Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company","Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 0378-6860-77)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14605,Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 57664-046-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Shortage of an active ingredient,Psychiatry,Current,,
14606,Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 57664-048-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Shortage of an active ingredient,Psychiatry,Current,,
14607,Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 57664-048-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Shortage of an active ingredient,Psychiatry,Current,,
14608,Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 57664-049-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Shortage of an active ingredient,Psychiatry,Current,,
14609,Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 57664-050-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Shortage of an active ingredient,Psychiatry,Current,,
14610,Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 57664-051-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Shortage of an active ingredient,Psychiatry,Current,,
14611,Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 57664-052-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Shortage of an active ingredient,Psychiatry,Current,,
14612,Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,"Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 0406-5111-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers.,,Shortage of an active ingredient,Psychiatry,Current,,
14613,Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0406-5112-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers.,,Shortage of an active ingredient,Psychiatry,Current,,
14614,Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 0406-5113-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers.,,Shortage of an active ingredient,Psychiatry,Current,,
14615,Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0406-5114-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers.,,Shortage of an active ingredient,Psychiatry,Current,,
14616,Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 0406-5115-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers.,,Shortage of an active ingredient,Psychiatry,Current,,
14617,Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,"Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0406-5116-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers.,,Shortage of an active ingredient,Psychiatry,Current,,
14618,Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 0406-5117-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers.,,Shortage of an active ingredient,Psychiatry,Current,,
14619,Lisdexamfetamine Dimesylate Capsule,"Hikma Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0054-0370-25)",Reverified,7/23/25,Limited Availability,Available on allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14620,Lisdexamfetamine Dimesylate Capsule,"Hikma Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 0054-0371-25)",Reverified,7/23/25,Limited Availability,Available on allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14621,Lisdexamfetamine Dimesylate Capsule,"Hikma Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0054-0372-25)",Reverified,7/23/25,Limited Availability,Available on allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14622,Lisdexamfetamine Dimesylate Capsule,"Hikma Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 0054-0373-25)",Reverified,7/23/25,Limited Availability,Available on allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14623,Lisdexamfetamine Dimesylate Capsule,"Hikma Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0054-0374-25)",Reverified,7/23/25,Limited Availability,Available on allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14624,Lisdexamfetamine Dimesylate Capsule,"Hikma Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 0054-0375-25)",Reverified,7/23/25,Limited Availability,Available on allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14625,Lisdexamfetamine Dimesylate Capsule,"Lannett Company, Inc.","Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 0527-4661-37)",Reverified,9/2/25,Limited Availability,Limited Availability,,Shortage of an active ingredient,Psychiatry,Current,,
14626,Lisdexamfetamine Dimesylate Capsule,"Lannett Company, Inc.","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0527-4662-37)",Reverified,9/2/25,Limited Availability,Limited Availability,,Shortage of an active ingredient,Psychiatry,Current,,
14627,Lisdexamfetamine Dimesylate Capsule,"Lannett Company, Inc.","Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 0527-4663-37)",Revised,9/2/25,Unavailable,Limited Availability,,Shortage of an active ingredient,Psychiatry,Current,,
14628,Lisdexamfetamine Dimesylate Capsule,"Lannett Company, Inc.","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0527-4664-37)",Revised,9/2/25,Unavailable,Limited Availability,,Shortage of an active ingredient,Psychiatry,Current,,
14629,Lisdexamfetamine Dimesylate Capsule,"Lannett Company, Inc.","Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 0527-4665-37)",Reverified,9/2/25,Limited Availability,Limited Availability,,Shortage of an active ingredient,Psychiatry,Current,,
14630,Lisdexamfetamine Dimesylate Capsule,"Lannett Company, Inc.","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0527-4666-37)",Reverified,9/2/25,Limited Availability,Limited Availability,,Shortage of an active ingredient,Psychiatry,Current,,
14631,Lisdexamfetamine Dimesylate Capsule,"Lannett Company, Inc.","Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 0527-4667-37)",Reverified,9/2/25,Unavailable,Unavailable,,Shortage of an active ingredient,Psychiatry,Current,,
14632,Lisdexamfetamine Dimesylate Capsule,Amneal Pharmaceuticals,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 65162-023-09)",Reverified,8/5/25,Unavailable,Shortage of an active ingredient,,Shortage of an active ingredient,Psychiatry,Current,,
14633,Lisdexamfetamine Dimesylate Capsule,Amneal Pharmaceuticals,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 65162-024-09)",Reverified,8/5/25,Unavailable,Shortage of an active ingredient,,Shortage of an active ingredient,Psychiatry,Current,,
14634,Lisdexamfetamine Dimesylate Capsule,Amneal Pharmaceuticals,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 65162-025-09)",Reverified,8/5/25,Unavailable,Shortage of an active ingredient,,Shortage of an active ingredient,Psychiatry,Current,,
14635,Lisdexamfetamine Dimesylate Capsule,Amneal Pharmaceuticals,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 65162-026-09)",Reverified,8/5/25,Unavailable,Shortage of an active ingredient,,Shortage of an active ingredient,Psychiatry,Current,,
14636,Lisdexamfetamine Dimesylate Capsule,Amneal Pharmaceuticals,"Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 65162-027-09)",Reverified,8/5/25,Unavailable,Shortage of an active ingredient,,Shortage of an active ingredient,Psychiatry,Current,,
14637,Lisdexamfetamine Dimesylate Capsule,Amneal Pharmaceuticals,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 65162-028-09)",Reverified,8/5/25,Unavailable,Shortage of an active ingredient,,Shortage of an active ingredient,Psychiatry,Current,,
14638,Lisdexamfetamine Dimesylate Capsule,"Solco Healthcare US, LLC","Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 43547-602-10)",Reverified,8/5/25,Limited Availability,On allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14639,Lisdexamfetamine Dimesylate Capsule,"Solco Healthcare US, LLC","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 43547-603-10)",Reverified,8/5/25,Limited Availability,On allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14640,Lisdexamfetamine Dimesylate Capsule,"Solco Healthcare US, LLC","Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 43547-604-10)",Reverified,8/5/25,Limited Availability,On allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14641,Lisdexamfetamine Dimesylate Capsule,"Solco Healthcare US, LLC","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 43547-605-10)",Reverified,8/5/25,Limited Availability,On allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14642,Lisdexamfetamine Dimesylate Capsule,"Solco Healthcare US, LLC","Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 43547-606-10)",Reverified,8/5/25,Limited Availability,On allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14643,Lisdexamfetamine Dimesylate Capsule,"Solco Healthcare US, LLC","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 43547-607-10)",Reverified,8/5/25,Limited Availability,On allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14644,Lisdexamfetamine Dimesylate Capsule,"Solco Healthcare US, LLC","Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 43547-608-10)",Reverified,8/5/25,Limited Availability,On allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14645,Lisdexamfetamine Dimesylate Capsule,Takeda Pharmaceuticals USA Inc.,"Vyvanse, Capsule, 10 mg (NDC 59417-101-10)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14646,Lisdexamfetamine Dimesylate Capsule,Takeda Pharmaceuticals USA Inc.,"Vyvanse, Capsule, 20 mg (NDC 59417-102-10)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14647,Lisdexamfetamine Dimesylate Capsule,Takeda Pharmaceuticals USA Inc.,"Vyvanse, Capsule, 30 mg (NDC 59417-103-10)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14648,Lisdexamfetamine Dimesylate Capsule,Takeda Pharmaceuticals USA Inc.,"Vyvanse, Capsule, 40 mg (NDC 59417-104-10)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14649,Lisdexamfetamine Dimesylate Capsule,Takeda Pharmaceuticals USA Inc.,"Vyvanse, Capsule, 50 mg (NDC 59417-105-10)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14650,Lisdexamfetamine Dimesylate Capsule,Takeda Pharmaceuticals USA Inc.,"Vyvanse, Capsule, 60 mg (NDC 59417-106-10)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14651,Lisdexamfetamine Dimesylate Capsule,Takeda Pharmaceuticals USA Inc.,"Vyvanse, Capsule, 70 mg (NDC 59417-107-10)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14652,Lisdexamfetamine Dimesylate Capsule,"Elite Laboratories, Inc.","Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 64850-550-01)",Reverified,9/2/25,Limited Availability,,,Shortage of an active ingredient,Psychiatry,Current,,
14653,Lisdexamfetamine Dimesylate Capsule,"Elite Laboratories, Inc.","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 64850-551-01)",Reverified,9/2/25,Limited Availability,,,Shortage of an active ingredient,Psychiatry,Current,,
14654,Lisdexamfetamine Dimesylate Capsule,"Elite Laboratories, Inc.","Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 64850-552-01)",Reverified,9/2/25,Limited Availability,,,Shortage of an active ingredient,Psychiatry,Current,,
14655,Lisdexamfetamine Dimesylate Capsule,"Elite Laboratories, Inc.","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 64850-553-01)",Reverified,9/2/25,Limited Availability,,,Shortage of an active ingredient,Psychiatry,Current,,
14656,Lisdexamfetamine Dimesylate Capsule,"Elite Laboratories, Inc.","Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 64850-554-01)",Reverified,9/2/25,Limited Availability,,,Shortage of an active ingredient,Psychiatry,Current,,
14657,Lisdexamfetamine Dimesylate Capsule,"Elite Laboratories, Inc.","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 64850-555-01)",Reverified,9/2/25,Limited Availability,,,Shortage of an active ingredient,Psychiatry,Current,,
14658,Lisdexamfetamine Dimesylate Capsule,"Elite Laboratories, Inc.","Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 64850-556-01)",Reverified,9/2/25,Limited Availability,,,Shortage of an active ingredient,Psychiatry,Current,,
14659,Lisdexamfetamine Dimesylate Capsule,"Hikma Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 0054-0660-25)",Revised,8/1/25,Limited Availability,Available on allocation,,Shortage of an active ingredient,Psychiatry,Current,,
14660,Lisdexamfetamine Dimesylate Capsule,"Teva Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 0480-3565-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
14661,Lisdexamfetamine Dimesylate Capsule,"Teva Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0480-3566-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
14662,Lisdexamfetamine Dimesylate Capsule,"Teva Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 0480-3567-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
14663,Lisdexamfetamine Dimesylate Capsule,"Teva Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0480-3568-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
14664,Lisdexamfetamine Dimesylate Capsule,"Teva Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 0480-3569-01)",Revised,8/19/25,Limited Availability,Estimated recovery: August 2025,,Shortage of an active ingredient,Psychiatry,Current,,
14665,Lisdexamfetamine Dimesylate Capsule,"Teva Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0480-3570-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
14666,Lisdexamfetamine Dimesylate Capsule,"Teva Pharmaceuticals USA, Inc.","Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 0480-3564-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
14667,"Lisdexamfetamine Dimesylate Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,"Vyvanse, Tablet, Chewable, 10 mg (NDC 59417-115-01)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14668,"Lisdexamfetamine Dimesylate Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,"Vyvanse, Tablet, Chewable, 20 mg (NDC 59417-116-01)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14669,"Lisdexamfetamine Dimesylate Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,"Vyvanse, Tablet, Chewable, 30 mg (NDC 59417-117-01)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14670,"Lisdexamfetamine Dimesylate Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,"Vyvanse, Tablet, Chewable, 40 mg (NDC 59417-118-01)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14671,"Lisdexamfetamine Dimesylate Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,"Vyvanse, Tablet, Chewable, 50 mg (NDC 59417-119-01)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14672,"Lisdexamfetamine Dimesylate Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,"Vyvanse, Tablet, Chewable, 60 mg (NDC 59417-120-01)",Reverified,8/15/25,Available,,,,Psychiatry,Current,,
14673,"Lisdexamfetamine Dimesylate Tablet, Chewable","Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Tablet, Chewable, 10 mg (NDC 57664-083-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Other,Psychiatry,Current,,
14674,"Lisdexamfetamine Dimesylate Tablet, Chewable","Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Tablet, Chewable, 20 mg (NDC 57664-084-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Other,Psychiatry,Current,,
14675,"Lisdexamfetamine Dimesylate Tablet, Chewable","Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Tablet, Chewable, 30 mg (NDC 57664-085-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Other,Psychiatry,Current,,
14676,"Lisdexamfetamine Dimesylate Tablet, Chewable","Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Tablet, Chewable, 50 mg (NDC 57664-087-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Other,Psychiatry,Current,,
14677,"Lisdexamfetamine Dimesylate Tablet, Chewable","Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Tablet, Chewable, 60 mg (NDC 57664-088-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Other,Psychiatry,Current,,
14678,"Lisdexamfetamine Dimesylate Tablet, Chewable","Sun Pharmaceutical Industries, Inc.","Lisdexamfetamine Dimesylate, Tablet, Chewable, 40 mg (NDC 57664-086-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Other,Psychiatry,Current,,
14679,"Lisdexamfetamine Dimesylate Tablet, Chewable",Novadoz Pharmaceuticals LLC,"Lisdexamfetamine Dimesylate, Tablet, Chewable, 10 mg (NDC 72205-132-91)",Revised,7/16/25,Available,Limited supply,,Shortage of an active ingredient,Psychiatry,Current,,
14680,"Lisdexamfetamine Dimesylate Tablet, Chewable",Novadoz Pharmaceuticals LLC,"Lisdexamfetamine Dimesylate, Tablet, Chewable, 20 mg (NDC 72205-133-91)",Revised,7/16/25,Available,Limited supply,,Shortage of an active ingredient,Psychiatry,Current,,
14681,"Lisdexamfetamine Dimesylate Tablet, Chewable",Novadoz Pharmaceuticals LLC,"Lisdexamfetamine Dimesylate, Tablet, Chewable, 30 mg (NDC 72205-134-91)",Revised,7/16/25,Available,Limited supply,,Shortage of an active ingredient,Psychiatry,Current,,
14682,"Lisdexamfetamine Dimesylate Tablet, Chewable",Novadoz Pharmaceuticals LLC,"Lisdexamfetamine Dimesylate, Tablet, Chewable, 40 mg (NDC 72205-135-91)",Revised,7/16/25,Available,Limited supply,,Shortage of an active ingredient,Psychiatry,Current,,
14683,"Lisdexamfetamine Dimesylate Tablet, Chewable",Novadoz Pharmaceuticals LLC,"Lisdexamfetamine Dimesylate, Tablet, Chewable, 50 mg (NDC 72205-136-91)",Revised,7/16/25,Available,Limited supply,,Shortage of an active ingredient,Psychiatry,Current,,
14684,"Lisdexamfetamine Dimesylate Tablet, Chewable",Novadoz Pharmaceuticals LLC,"Lisdexamfetamine Dimesylate, Tablet, Chewable, 60 mg (NDC 72205-137-91)",Revised,7/16/25,Available,Limited supply,,Shortage of an active ingredient,Psychiatry,Current,,
14685,Lodoxamide Tromethamine Solution,Novartis Pharmaceuticals Corporation,"Alomide, Solution, 1 mg/1 mL (NDC 0078-0736-10)",New,12/9/24,,"Novartis has made a business decision to permanently discontinue ALOMIDE¬¨√Ü (lodoxamide tromethamine) ophthalmic solution, 0.1%

Discontinuation of the product is due in part to manufacturing concerns.

Short-dated material is available until January 2025.",,,Ophthalmology,To Be Discontinued,,12/9/24
14686,Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.","Lorazepam, Injection, 4 mg/1 mL (NDC 0641-6047-10)",Revised,7/23/25,Unavailable,Shortage duration unknown,,Regulatory delay,Neurology,Current,,
14687,Lorazepam Injection,"Hospira, Inc., a Pfizer Company","Lorazepam, Injection, 2 mg/1 mL Syringes (NDC 0409-1985-30)",Revised,8/15/25,Unavailable,Next Delivery: August 2025; Estimated Recovery: December 2025,,Other,Neurology,Current,,
14688,Lorazepam Injection,"Amphastar Pharmaceuticals, Inc.","Lorazepam, Injection, 2 mg/1 mL (NDC 76329-8261-1)",Reverified,8/19/25,Limited Availability,,,Demand increase for the drug,Neurology,Current,,
14689,Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.","Ativan, Injection, 2 mg/1 mL (NDC 0641-6001-25)",Revised,7/23/25,Unavailable,Shortage duration unknown,,Regulatory delay,Neurology,Current,,
14690,Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.","Ativan, Injection, 2 mg/1 mL (NDC 0641-6000-10)",Revised,7/23/25,Unavailable,Shortage duration unknown,,Regulatory delay,Neurology,Current,,
14691,Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.","Ativan, Injection, 4 mg/1 mL (NDC 0641-6003-25)",Revised,7/23/25,Unavailable,Shortage duration unknown,,Regulatory delay,Neurology,Current,,
